Dutch	English
Gamal Abdel Nasser	Gamal Abdel Nasser
Gokken	Gambling
Spel	Game
Speltheorie	Game theory
Gamma (letter)	Gamma
Gammastraling	Gamma ray
Ganesha	Ganesha
Ganges (rivier)	Ganges
Gəncə	Ganja
Gansu	Gansu
Ganymedes (mythologie)	Ganymede
Ganymedes (maan)	Ganymede (moon)
Gap (Hautes-Alpes)	Gap
Tuin	Garden
Hof van Eden	Garden of Eden
Tuinieren	Gardening
Garfield (strip)	Garfield
Waterspuwer	Gargoyle
Knoflook	Garlic
Granaat (mineraal)	Garnet
Garonne	Garonne
Gasvormig	Gas
Gasconstante	Gas constant
Gasreus	Gas giant
Benzine	Gasoline
Maag-darmstelsel	Gastrointestinal tract
Slakken	Gastropoda
Gallië	Gaul
Gautama Boeddha	Gautama Buddha
Gaza	Gaza
Gazastrook	Gaza Strip
Tandwiel	Gear
Geb	Geb
Geisha	Geisha
Tweelingen	Gemini (constellation)
Edelsteen	Gemstone
Gen	Gene
Genealogie (geschiedkunde)	Genealogy
Categorie:Genealogie	Genealogy
General Agreement on Tariffs and Trade	General Agreement on Tariffs and Trade
Generaal	General Officer
Algemene relativiteitstheorie	General relativity
Genesis (boek)	Genesis
Genetische code	Genetic code
Genetische technologie	Genetic engineering
Genetica	Genetics
Categorie:Genetica	Genetics
Genève (stad)	Geneva
Djinn	Genie
Genitief	Genitive case
Genua (stad)	Genoa
Genocide	Genocide
Categorie:Genocide	Genocide
Genoom	Genome
Genotype	Genotype
Geslacht (biologie)	Genus
Geochemie	Geochemistry
Geodesie	Geodesy
Categorie:Geodesie	Geodesy
Geoffrey Chaucer	Geoffrey Chaucer
Aardrijkskunde	Geography
Categorie:Geografie	Geography
Portaal:Geografie	Geography
Categorie:Geologie	Geology
Geologie	Geology
Meetkundige rij	Geometric progression
Meetkunde	Geometry
Categorie:Meetkunde	Geometry
Geomorfologie	Geomorphology
Categorie:Geomorfologie	Geomorphology
Geofysica	Geophysics
Categorie:Geofysica	Geophysics
Geopolitiek	Geopolitics
Georg Philipp Telemann	Georg Philipp Telemann
Georg Wilhelm Friedrich Hegel	Georg Wilhelm Friedrich Hegel
George Berkeley	George Berkeley
George Bernard Shaw	George Bernard Shaw
George Boole	George Boole
George Bush	George Bush
Georg Friedrich Händel	George Frideric Handel
George Gershwin	George Gershwin
George Harrison	George Harrison
George Lucas	George Lucas
George Marshall (generaal)	George Marshall
George Orwell	George Orwell
George Paget Thomson	George Paget Thomson
George Sand	George Sand
George Stephenson	George Stephenson
George W. Bush	George W. Bush
George Washington (president)	George Washington
Georges Bizet	Georges Bizet
Georges Braque	Georges Braque
Georges Clemenceau	Georges Clemenceau
Georges Simenon	Georges Simenon
Georgetown (Guyana)	Georgetown
Georgia	Georgia (U.S. state)
Categorie:Georgia	Georgia (U.S. state)
Georgië	Georgia (country)
Categorie:Georgië	Georgia (country)
Gerald Ford	Gerald Ford
Gerard Kuiper	Gerard Kuiper
Duitse herder	German Shepherd Dog
Duits	German language
Categorie:Duits	German language
Duitse mark	German mark
Germanium	Germanium
Duitsland	Germany
Categorie:Duitsland	Germany
Geronimo	Geronimo
Gestapo	Gestapo
Geiser (bron)	Geyser
Ghana	Ghana
Categorie:Ghana	Ghana
Gent	Ghent
Getto	Ghetto
Spook	Ghost
Giacomo Puccini	Giacomo Puccini
Reuzenpanda	Giant Panda
Gibbons	Gibbon
Gibraltar	Gibraltar
Categorie:Gibraltar	Gibraltar
Gigabyte	Gigabyte
Gilgamesj	Gilgamesh
Gember	Ginger
Ginkgo biloba	Ginkgo
Giordano Bruno	Giordano Bruno
Giorgio Vasari	Giorgio Vasari
Giorgio de Chirico	Giorgio de Chirico
Giotto di Bondone	Giotto di Bondone
Giovanni Boccaccio	Giovanni Boccaccio
Giraffe (dier)	Giraffe
Giraffidae	Giraffidae
Girolamo Savonarola	Girolamo Savonarola
Gironde (departement)	Gironde
Giuseppe Garibaldi	Giuseppe Garibaldi
Giuseppe Verdi	Giuseppe Verdi
Gizeh	Giza
Gletsjer	Glacier
Gladiator	Gladiator
Klier	Gland
Glasgow	Glasgow
Glasnost	Glasnost
Glas	Glass
Bril	Glasses
Zweefvliegtuig	Glider
Global Positioning System	Global Positioning System
Opwarming van de Aarde	Global warming
Mondialisering	Globalization
Artisjok	Globe artichoke
Gloucestershire	Gloucestershire
Glucagon	Glucagon
Glucose	Glucose
Gluon	Gluon
Glutaminezuur	Glutamic acid
Glycerine	Glycerol
Glycine (aminozuur)	Glycine
Glycogeen	Glycogen
Glycolyse	Glycolysis
Gneis	Gneiss
Gnosticisme	Gnosticism
Go (bordspel)	Go (board game)
Goa (deelstaat)	Goa
Doelman	Goalkeeper
Geit	Goat
Gobi	Gobi Desert
God	God
Golanhoogten	Golan Heights
Goud	Gold
Golda Meïr	Golda Meir
Steenarend	Golden Eagle
Golden Gate Bridge	Golden Gate Bridge
Gouden Horde	Golden Horde
Golden retriever	Golden Retriever
Golf (sport)	Golf
Categorie:Golf	Golf
Golgi-apparaat	Golgi apparatus
Homel	Gomel
Goede Vrijdag	Good Friday
Google Inc.	Google
Categorie:Google	Google
Googol	Googol
Gorgonen (mythologie)	Gorgon
Gorilla's	Gorilla
Havik (vogel)	Goshawk
Evangelie	Gospel
Evangelie naar Lucas	Gospel of Luke
Göteborg	Gothenburg
Gotisch	Gothic
Gotiek	Gothic architecture
Gotthold Ephraim Lessing	Gotthold Ephraim Lessing
Gottlieb Daimler	Gottlieb Daimler
Jicht	Gout
Regering	Government
Grace Kelly	Grace Kelly
Gradiënt (wiskunde)	Gradient
Graffiti	Graffiti
Graham Greene	Graham Greene
Gram (eenheid)	Gram
Grammatica	Grammar
Categorie:Grammatica	Grammar
Geslacht (taalkunde)	Grammatical gender
Granada (stad)	Granada
Grand Canyon	Grand Canyon
Grandslamtoernooi	Grand Slam (tennis)
Grootmeester (schaken)	Grandmaster (chess)
Graniet	Granite
Druif	Grape
Grapefruit	Grapefruit
Categorie:Grafische vormgeving	Graphic design
Grafische vormgeving	Graphic design
Grafische gebruikersomgeving	Graphical user interface
Grafiet	Graphite
Zwaartekracht	Gravitation
Gravitatieconstante	Gravitational constant
Graviton	Graviton
Gray (eenheid)	Gray (unit)
Wolf (dier)	Gray Wolf
Graz	Graz
Groot Barrièrerif	Great Barrier Reef
Groot-Brittannië	Great Britain
Fuut	Great Crested Grebe
Grote Depressie	Great Depression
Grote Meren	Great Lakes
Grote Slenk	Great Rift Valley
Chinese Muur	Great Wall of China
Witte haai	Great white shark
Grote Antillen	Greater Antilles
Groot-Londen	Greater London
Grootste gemene deler	Greatest common divisor
Futen	Grebe
Griekenland	Greece
Categorie:Griekenland	Greece
Grieks alfabet	Greek alphabet
Categorie:Grieks alfabet	Greek alphabet
Grieks vuur	Greek fire
Griekse mythologie	Greek mythology
Categorie:Griekse mythologie	Greek mythology
Groen (kleur)	Green
Kas (glastuinbouw)	Greenhouse
Broeikaseffect	Greenhouse effect
Broeikasgas	Greenhouse gas
Groenland	Greenland
Categorie:Groenland	Greenland
Groenlandzee	Greenland Sea
Greenpeace	Greenpeace
Greenwich (Londen)	Greenwich
Greenwich Mean Time	Greenwich Mean Time
Gregor Mendel	Gregor Mendel
Gregoriaanse kalender	Gregorian calendar
Categorie:Grenada	Grenada
Grenoble	Grenoble
Greta Garbo	Greta Garbo
Grijs	Grey
Grauwe gans	Greylag Goose
Griffioen	Griffin
Vale gier	Griffon Vulture
Bruto binnenlands product	Gross domestic product
Groep	Group
Groep (wiskunde)	Group (mathematics)
Chemische groep	Group (periodic table)
Groepentheorie	Group theory
Grover Cleveland	Grover Cleveland
Grozny	Grozny
Kraanvogelachtigen	Gruiformes
Kraanvogel (sterrenbeeld)	Grus (constellation)
Guadalajara (Jalisco)	Guadalajara
Guadeloupe	Guadeloupe
Guam	Guam
Kanton (provincie)	Guangdong
Kanton (stad)	Guangzhou
Guanine	Guanine
Guano	Guano
Categorie:Guatemala	Guatemala
Guatemala-stad	Guatemala City
Guayaquil	Guayaquil
Guernsey	Guernsey
Guglielmo Marconi	Guglielmo Marconi
Gilde (beroepsgroep)	Guild
Guillaume Apollinaire	Guillaume Apollinaire
Guillotine	Guillotine
Guinee	Guinea
Categorie:Guinee	Guinea
Huiscavia	Guinea pig
Guinee-Bissau	Guinea-Bissau
Categorie:Guinee-Bissau	Guinea-Bissau
Gitaar	Guitar
Gujarat	Gujarat
Goelag	Gulag
Golfstroom	Gulf Stream
Golfoorlog (1990-1991)	Gulf War
Golf van Aden	Gulf of Aden
Golf van Akaba	Gulf of Aqaba
Botnische Golf	Gulf of Bothnia
Finse Golf	Gulf of Finland
Golf van Guinee	Gulf of Guinea
Golf van Mexico	Gulf of Mexico
Golf van Oman	Gulf of Oman
Golf van Riga	Gulf of Riga
Golf van Thailand	Gulf of Thailand
Meeuwen (vogels)	Gull
buskruit	Gunpowder
Buskruitverraad	Gunpowder Plot
Guppy	Guppy
Gustav Klimt	Gustav Klimt
Gustav Ludwig Hertz	Gustav Ludwig Hertz
Gustav Mahler	Gustav Mahler
Gustave Courbet	Gustave Courbet
Gustave Flaubert	Gustave Flaubert
Guy Fawkes	Guy Fawkes
Guy de Maupassant	Guy de Maupassant
Categorie:Guyana	Guyana
Gymnastiek (sport)	Gymnastics
Naaktzadigen	Gymnosperm
Gynaecologie	Gynaecology
Gips	Gypsum
Gyroscoop	Gyroscope
H (letter)	H
Herbert George Wells	H. G. Wells
Hiv	HIV
HyperText Markup Language	HTML
Habitat	Habitat
Hacker	Hacker
Hadeïcum	Hadean
Hades	Hades
Hadith	Hadith
Hadrianus	Hadrian
Muur van Hadrianus	Hadrian's Wall
Hadron	Hadron
Hemofilie	Haemophilia
Hafnium	Hafnium
Hagia Sophia	Hagia Sophia
Haifa	Haifa
Haiku (dichtvorm)	Haiku
Hagel (neerslag)	Hail
Weesgegroet	Hail Mary
Haar (zoogdier)	Hair
Haïti	Haiti
Categorie:Haïti	Haiti
Hadj	Hajj
Halal en haram	Halal
Hellebaard	Halberd
Halveringstijd	Half-life
Halle (Saale)	Halle
Halloween	Halloween
Hallucinatie	Hallucination
Halogeen	Halogen
Hamas	Hamas
Hamburg	Hamburg
Categorie:Hamburg	Hamburg
Hamburger	Hamburger
Hamlet	Hamlet
Hamer (gereedschap)	Hammer
Hamer en sikkel	Hammer and sickle
Hammurabi	Hammurabi
Hampshire	Hampshire
Hamsters	Hamster
Han-dynastie	Han Dynasty
Hand	Hand
Handgranaat	Hand grenade
Pistool	Handgun
Ophanging (doodstraf)	Hanging
Hangende tuinen van Babylon	Hanging Gardens of Babylon
Hannah Arendt	Hannah Arendt
Hannibal Barkas	Hannibal
Hanoi	Hanoi
Hannover (stad)	Hanover
Hans Bethe	Hans Bethe
Hans Christian Andersen	Hans Christian Andersen
Hanze	Hanseatic League
Chanoeka	Hanukkah
Hanuman	Hanuman
Geluk (emotie)	Happiness
Harare	Harare
Hardheid	Hardness
Harem	Harem
Harlem	Harlem
Mondharmonica	Harmonica
Harmonieleer	Harmony
Harold Pinter	Harold Pinter
Harp	Harp
Klavecimbel	Harpsichord
Harpij (mythologie)	Harpy
Harriet Beecher Stowe	Harriet Beecher Stowe
Harriet Tubman	Harriet Tubman
Harrisburg (Pennsylvania)	Harrisburg
Harry Houdini	Harry Houdini
Hartford (Connecticut)	Hartford
Hassium	Hassium
Haat	Hatred
Haute-Normandie	Haute-Normandie
Havana	Havana
Hawaï	Hawaii
Categorie:Hawaï	Hawaii
Corylus	Hazel
Hoofd (anatomie)	Head
Staatshoofd	Head of state
Gezondheid	Health
Categorie:Gezondheid	Health
Hart	Heart
Warmte	Heat
Warmtemachine	Heat engine
Hemel	Heaven
Categorie:Metal	Heavy metal
Heavy metal	Heavy metal music
Zwaar water	Heavy water
Hebe	Hebe (mythology)
Hebei	Hebei
Hebreeuws alfabet	Hebrew alphabet
Joodse jaartelling	Hebrew calendar
Hebriden	Hebrides
Hekate	Hecate
Hectare	Hectare
Hector (mythologie)	Hector
Hector Berlioz	Hector Berlioz
Egel	Hedgehog
Hedonisme	Hedonism
Heimdall	Heimdall
Heinrich Hertz	Heinrich Hertz
Heinrich Himmler	Heinrich Himmler
Heinrich Schliemann	Heinrich Schliemann
Hel (godin)	Hel (being)
Helena (mythologie)	Helen
Helen Keller	Helen Keller
Helena (Montana)	Helena
Helikopter	Helicopter
Helios	Helios
Helium	Helium
Hel (geloofsconcept)	Hell
Helmut Schmidt	Helmut Schmidt
Helsinki	Helsinki
Hematiet	Hematite
Hematologie	Hematology
Categorie:Hematologie	Hematology
Hemoglobine	Hemoglobin
Aambei	Hemorrhoid
Antoine Henri Becquerel	Henri Becquerel
Henri Bergson	Henri Bergson
Henri Matisse	Henri Matisse
Henrik Ibsen	Henrik Ibsen
Henry (inductie)	Henry (unit)
Henry Cavendish	Henry Cavendish
Henry David Thoreau	Henry David Thoreau
Henry Fonda	Henry Fonda
Henry Ford	Henry Ford
Henry James	Henry James
Henry Kissinger	Henry Kissinger
Henry Miller	Henry Miller
Henry Moore	Henry Moore
Henry Purcell	Henry Purcell
Leverontsteking	Hepatitis
Hephaistos	Hephaestus
Hera	Hera
Herakles (mythologie)	Heracles
Heraclitus	Heraclitus
Heraldiek	Heraldry
Categorie:Heraldiek	Heraldry
Herat (stad)	Herat
Herbert Hoover	Herbert Hoover
Herbert Marcuse	Herbert Marcuse
Herbert Spencer	Herbert Spencer
Herakles	Hercules
Hercules (sterrenbeeld)	Hercules (constellation)
Ketterij	Heresy
Herman Melville	Herman Melville
Hermann Hesse	Hermann Hesse
Hermann Minkowski	Hermann Minkowski
Hermann von Helmholtz	Hermann von Helmholtz
Hermafrodiet	Hermaphrodite
Hermeneutiek	Hermeneutics
Hermes (mythologie)	Hermes
Held	Hero
Heron van Alexandrië	Hero of Alexandria
Herodes I	Herod the Great
Herodotus	Herodotus
Heroïne	Heroin
Reigers en roerdompen	Heron
Zilvermeeuw	Herring Gull
Hertfordshire	Hertfordshire
Hertz (eenheid)	Hertz
Hesiodus	Hesiod
Hesperiden	Hesperides
Hessen	Hesse
Categorie:Hessen	Hesse
Hestia	Hestia
Heteroseksualiteit	Heterosexuality
Heterotroof	Heterotroph
Hexadecimaal	Hexadecimal
Zeshoek	Hexagon
Hezbollah	Hezbollah
Winterslaap	Hibernation
Hideki Yukawa	Hideki Yukawa
Jeroen Bosch (schilder)	Hieronymus Bosch
Hilbertruimte	Hilbert space
Himalaya	Himalayas
Hindoekoesj	Hindu Kush
Hindoeïsme	Hinduism
Categorie:Hindoeïsme	Hinduism
Hipparchus (astronoom)	Hipparchus
Hippie	Hippie
Hippocrates van Kos	Hippocrates
Eed van Hippocrates	Hippocratic Oath
Nijlpaard	Hippopotamus
Hirohito	Hirohito
Hiroshima (stad)	Hiroshima
Hispaniola	Hispaniola
Histidine	Histidine
Histologie	Histology
Categorie:Histologie	Histology
Histon (eiwit)	Histone
Geschiedschrijving	Historiography
Geschiedenis	History
Categorie:Geschiedenis	History
Portaal:Geschiedenis	History
Ho Chi Minh	Ho Chi Minh
Ho Chi Minhstad	Ho Chi Minh City
Hobart (Australië)	Hobart
Hobbits	Hobbit
Hobby	Hobby
Katsushika Hokusai	Hokusai
Feest- en gedenkdagen	Holiday
Hollywood	Hollywood
Holmium	Holmium
Holoceen	Holocene
Holografie	Holography
Heilige Graal	Holy Grail
Heilige Roomse Rijk	Holy Roman Empire
Categorie:Heilige Roomse Rijk	Holy Roman Empire
Heilige Geest	Holy Spirit
Homeopathie	Homeopathy
Homeostase (fysiologie)	Homeostasis
Homerus	Homer
Hominidae	Hominidae
Homo (geslacht)	Homo (genus)
Homo erectus	Homo erectus
Homo habilis	Homo habilis
Homoniem	Homonym
Homofobie	Homophobia
Homoseksualiteit	Homosexuality
Honduras	Honduras
Categorie:Honduras	Honduras
Honing	Honey
Wespendief	Honey Buzzard
Hongkong	Hong Kong
Categorie:Hongkong	Hong Kong
Honiara	Honiara
Honolulu	Honolulu
Waterpijp	Hookah
Wet van Hooke	Hooke's law
Hop (vogel)	Hoopoe
Horatius	Horace
Horatio Nelson	Horatio Nelson
Horizon	Horizon
Hormoon	Hormone
Hoorn (anatomie)	Horn (anatomy)
Hoorn (muziekinstrument)	Horn (instrument)
Hoorn van Afrika	Horn of Africa
Horoscoop	Horoscope
Paard (dier)	Horse
Renpaard	Horse racing
Paardenkracht	Horsepower
Horus	Horus
Hosni Moebarak	Hosni Mubarak
Ziekenhuis	Hospital
Hotel	Hotel
Uur	Hour
Zandloper	Hourglass
Woning	House
House (televisieserie)	House (TV series)
Huismuis	House Mouse
Huismus	House Sparrow
Houston	Houston
Hovercraft	Hovercraft
Howard Carter	Howard Carter (archaeologist)
Wet van Hubble	Hubble's law
Hudsonbaai	Hudson Bay
Hudson (rivier)	Hudson River
Hugo Capet	Hugh Capet
Hugo de Groot	Hugo Grotius
Hugenoten	Huguenot
Mens	Human
Humanisme	Humanism
Categorie:Geesteswetenschappen	Humanities
Opperarmbeen	Humerus
Luchtvochtigheid	Humidity
Kolibries	Hummingbird
Categorie:Humor	Humor
Humor	Humour
Bultrug	Humpback Whale
Humphrey Bogart	Humphrey Bogart
Humus	Humus
Hunan	Hunan
Honderdjarige Oorlog	Hundred Years' War
Hongarije	Hungary
Categorie:Hongarije	Hungary
Honger	Hunger
Jacht (activiteit)	Hunting
Hutu	Hutu
Hybride (biologie)	Hybrid
Haiderabad	Hyderabad
Waterslang	Hydra (constellation)
Koolwaterstof	Hydrocarbon
Zoutzuur	Hydrochloric acid
Waterkrachtcentrale	Hydroelectricity
Waterstof	Hydrogen
Waterstofbrug	Hydrogen bond
Blauwzuur	Hydrogen cyanide
Waterstofperoxide	Hydrogen peroxide
Hydrologie	Hydrology
Categorie:Hydrologie	Hydrology
Hydrolyse	Hydrolysis
Hydrosfeer	Hydrosphere
Hydroxylgroep	Hydroxide
Kleine Waterslang	Hydrus
Hyena's	Hyena
Categorie:Hygiëne	Hygiene
Maagdenvlies	Hymen
Categorie:Vliesvleugelige	Hymenoptera
Hymenoptera	Hymenoptera
Hymne	Hymn
Hyperbool	Hyperbola
Overdrijving	Hyperbole
Hyperion (maan)	Hyperion (moon)
Hyperion (mythologie)	Hyperion (mythology)
Hypertensie	Hypertension
Hypertext	Hypertext
Hypertext Transfer Protocol	Hypertext Transfer Protocol
Hypnos	Hypnos
Hypnose	Hypnosis
Hypothalamus	Hypothalamus
Hypothese	Hypothesis
I (letter)	I
I.M. Pei	I. M. Pei
IPod	IPod
Ian Fleming	Ian Fleming
Iapetus (maan)	Iapetus (moon)
Iapetus (mythologie)	Iapetus (mythology)
Iberisch Schiereiland	Iberian Peninsula
Ibuprofen	Ibuprofen
IJs	Ice
IJstijd	Ice age
Roomijs	Ice cream
IJshockey	Ice hockey
Categorie:IJshockey	Ice hockey
IJsberg	Iceberg
IJsland	Iceland
Categorie:IJsland	Iceland
Ichtyologie	Ichthyology
Icoon (religieuze kunst)	Icon
Iconoclasme	Iconoclasm
Idaho	Idaho
Categorie:Idaho	Idaho
Ideaal gas	Ideal gas
Idealisme	Idealism
Neutraal element	Identity element
Eenheidsmatrix	Identity matrix
Ideologie	Ideology
Ido (kunsttaal)	Ido
Iglo	Igloo
Ignatius van Loyola	Ignatius of Loyola
Stollingsgesteente	Igneous rock
Igor Stravinsky	Igor Stravinsky
Cataratas do Iguaçu	Iguazu Falls
Ilias	Iliad
Illinois (staat)	Illinois
Categorie:Illinois	Illinois
Illyrië	Illyria
Scanner (grafisch)	Image scanner
Imam	Imam
Immanuel Kant	Immanuel Kant
Afweer	Immune system
Immunologie	Immunology
Categorie:Immunologie	Immunology
Imperialisme	Imperialism
Impressionisme	Impressionism
Incest	Incest
Duim (lengtemaat)	Inch
Incheon	Incheon
Hellend vlak (mechanica)	Inclined plane
Onafhankelijkheid (staatkunde)	Independence
India	India
Categorie:India	India
Indische Oceaan	Indian Ocean
Categorie:Indische Oceaan	Indian Ocean
Indiana	Indiana
Categorie:Indiana	Indiana
Indianapolis	Indianapolis
Indira Gandhi	Indira Gandhi
Indium	Indium
Indochina	Indochina
Indonesië	Indonesia
Categorie:Indonesië	Indonesia
Indra	Indra
Zelfinductie	Inductance
Inductie (filosofie)	Inductive reasoning
Spoel	Inductor
Aflaat	Indulgence
Indiaan (sterrenbeeld)	Indus (constellation)
Indus (rivier)	Indus River
Industriële revolutie	Industrial Revolution
Industrie	Industry
Categorie:Industrie	Industry
Ongelijkheid	Inequality
Traagheid	Inertia
Infanterie	Infantry
Infectieziekte	Infectious disease
Infinitief	Infinitive
Oneindigheid	Infinity
Ontsteking (geneeskunde)	Inflammation
Inflatie	Inflation
Griep	Influenza
Informatie	Information
Informatie- en Communicatietechnologie	Information technology
Informatietheorie	Information theory
Infrarood	Infrared
Ingmar Bergman	Ingmar Bergman
Ingrid Bergman	Ingrid Bergman
Binnen-Mongolië	Inner Mongolia
Innovatie	Innovation
Innsbruck	Innsbruck
Anorganische chemie	Inorganic chemistry
Categorie:Anorganische chemie	Inorganic chemistry
Inquisitie	Inquisition
Insecten	Insect
Insecticide	Insecticide
Insecteneters	Insectivora
Insuline	Insulin
Verzekering	Insurance
Geheel getal	Integer
Integraalrekening	Integral
Geïntegreerde schakeling	Integrated circuit
Intellectueel eigendom	Intellectual property
Intelligentie	Intelligence
Intelligentiemeting	Intelligence quotient
Intercontinentale ballistische raket	Intercontinental ballistic missile
Rente	Interest
Interferentie (natuurkunde)	Interference
Tussenwerpsel	Interjection
Interlingua	Interlingua
Internationaal Atoomenergie Agentschap	International Atomic Energy Agency
International Civil Aviation Organization	International Civil Aviation Organization
Internationaal Gerechtshof	International Court of Justice
Internationale datumgrens	International Date Line
Internationale Arbeidsorganisatie	International Labour Organization
Internationaal Monetair Fonds	International Monetary Fund
Système International	International System of Units
Categorie:Internationaal recht	International law
Internationale organisatie	International organization
Internet	Internet
Categorie:Internet	Internet
Windows Internet Explorer	Internet Explorer
Concentratiekamp	Internment
Interpreter	Interpreter (computing)
Doorsnede (verzamelingenleer)	Intersection (set theory)
Interval (muziek)	Interval (music)
Maag-darmstelsel#De darmen	Intestine
Intranet	Intranet
Uitvinding	Invention
Ongewervelden	Invertebrate
Io (maan)	Io (moon)
Io (mythologie)	Io (mythology)
Jodium	Iodine
Ion (deeltje)	Ion
Ionië	Ionia
Ionische Zee	Ionian Sea
Ionaire binding	Ionic bond
Ionosfeer	Ionosphere
Iota (letter)	Iota
Iowa	Iowa
Categorie:Iowa	Iowa
Iran	Iran
Categorie:Iran	Iran
Irak-Iranoorlog	Iran-Iraq War
Irak	Iraq
Categorie:Irak	Iraq
Ierland (eiland)	Ireland
Categorie:Ierland	Ireland
Ireneüs van Lyon	Irenaeus
Iridium (element)	Iridium
Iris (anatomie)	Iris (anatomy)
Iris (godin)	Iris (mythology)
IRA	Irish Republican Army
Ierse Zee	Irish Sea
Categorie:Iers persoon	Irish people
IJzer (element)	Iron
IJzertijd	Iron Age
IJzeren Gordijn	Iron Curtain
Iron Maiden	Iron Maiden
Ironie	Irony
Irrationaal getal	Irrational number
Irredentisme	Irredentism
Irtysj	Irtysh River
Izaäk (aartsvader)	Isaac
Isaac Asimov	Isaac Asimov
Isaac Bashevis Singer	Isaac Bashevis Singer
Isaac Newton	Isaac Newton
Isadora Duncan	Isadora Duncan
Ismaël	Ishmael
Isis (godin)	Isis
Islam	Islam
Categorie:Islam	Islam
Islamabad	Islamabad
Islamitische kalender	Islamic calendar
Eiland	Island
Man (eiland)	Isle of Man
Categorie:Man (eiland)	Isle of Man
Wight	Isle of Wight
Isomeer	Isomer
Isoroku Yamamoto	Isoroku Yamamoto
Isotoop	Isotope
Israël	Israel
Categorie:Israël	Israel
Istanboel	Istanbul
Categorie:Istanbul	Istanbul
