English	Slovak
Semiconductor	Polovodič
Semiotics	Semiotika
Semitic	Semiti
Senate	Senát
Senegal	Senegal
Senegal	Kategória:Senegal
Seoul	Soul
Seppuku	Seppuku
September	September
September 11	11. september
September 11	Útoky z 11. septembra 2001
September 17	17. september
September 29	29. september
Septuagint	Septuaginta
Serbia	Srbsko
Serbia	Kategória:Srbsko
Serbia and Montenegro	Srbsko a Čierna Hora
Serbia and Montenegro	Kategória:Srbsko a Čierna Hora
Sergei Eisenstein	Sergej Michajlovič Ejzenštejn
Sergei Rachmaninoff	Sergej Vasilievič Rachmaninov
Series (mathematics)	Rad (matematika)
Serpens	Súhvezdie Had
Server (computing)	Server
Set	Množina
Set (mythology)	Sutech
Set theory	Teória množín
Set theory	Kategória:Teória množín
Sevastopol	Sevastopoľ
Seven Years' War	Sedemročná vojna (1756 – 1763)
Seville	Sevilla
Sex organ	Rozmnožovacia sústava
Sextant	Sextant
Sexual intercourse	Pohlavný styk
Sexuality	Kategória:Sexualita
Sexually transmitted disease	Pohlavne prenosná choroba
Seychelles	Seychely
Seychelles	Kategória:Seychely
Shamanism	Šamanizmus
Shanghai	Šanghaj
Share (finance)	Akcia (cenný papier)
Shareware	Shareware
Sharia	Šaría
Shark	Žralokovidné
Sheffield	Sheffield
Shetland	Shetlandy
Shield	Štít (vojenstvo)
Shikoku	Šikoku
Shinto	Šintoizmus
Ship	Loď
Shiva	Šiva
Shogun	Šógun
Siberia	Sibír
Siberian Husky	Sibírsky hasky
Sichuan	S'-čchuan
Sicily	Sicília
Sicily	Kategória:Sicília
Siemens (unit)	Siemens (jednotka)
Sierra Leone	Sierra Leone
Sierra Leone	Kategória:Sierra Leone
Sigma	Sigma
Sigmund Freud	Sigmund Freud
Sign language	Posunková reč
Sigrid Undset	Sigrid Undsetová
Sikhism	Sikhizmus
Silesia	Sliezsko
Silicon	Kremík
Silicon Valley	Silicon Valley
Silicon dioxide	Oxid kremičitý
Silk	Hodváb
Silk Road	Hodvábna cesta
Silurian	Silúr
Silver	Striebro
Simone de Beauvoir	Simone de Beauvoir
Sinai Peninsula	Sinajský polostrov
Sinclair Lewis	Sinclair Lewis
Singapore	Singapur (štát)
Singapore	Kategória:Singapur (štát)
Single (music)	Singel (hudba)
Sirenia	Sirény
Sirius	Sírius
Sistine Chapel	Sixtínska kaplnka
Sisyphus	Sizyfos
Sitting Bull	Sediaci Býk
Situation comedy	Sitkom
Six-Day War	Šesťdňová vojna
Skagerrak	Skagerrak
Skeletal system	Kategória:Oporná sústava
Skepticism	Skepticizmus (filozofia)
Skin	Koža
Skinhead	Skinhead
Skopje	Skopje
Skull	Lebka
Skylab	Skylab
Skyscraper	Mrakodrap
Slash (musician)	Slash
Slavery	Otroctvo
Slayer	Slayer
Sleep	Spánok
Slovakia	Slovensko
Slovakia	Kategória:Slovensko
Slovenia	Slovinsko
Slovenia	Kategória:Slovinsko
Small intestine	Tenké črevo
Smolensk	Smolensk
Snake	Hady
Snooker	Snooker
Snow	Sneh
Soap	Mydlo
Social psychology	Sociálna psychológia
Socialism	Socializmus
Socialism	Kategória:Socializmus
Society	Kategória:Spoločnosť
Society	Spoločnosť (sociológia)
Society of Jesus	Spoločnosť Ježišova
Sociology	Sociológia
Sociology	Kategória:Sociológia
Socrates	Sokrates
Sodium	Sodík
Sodium chloride	Chlorid sodný
Sodium hydroxide	Hydroxid sodný
Sofia	Sofia
Softball	Softbal
Software	Kategória:Softvér
Soil	Pôda
Solanaceae	Kategória:Ľuľkovité
Solar System	Slnečná sústava
Solar System	Kategória:Slnečná sústava
Solar cell	Fotovoltaický článok
Solar eclipse	Zatmenie Slnka
Solar energy	Slnečná energia
Solar wind	Slnečný vietor
Solid	Pevná látka
Solid state	Pevná látka
Solidarity	Solidarita (Poľsko)
Solomon	Šalamún
Solomon Islands	Šalamúnove ostrovy
Solomon Islands	Kategória:Šalamúnove ostrovy
Solon	Solón
Solstice	Slnovrat
Solvent	Rozpúšťadlo
Somalia	Somálsko
Somalia	Kategória:Somálsko
Somerset	Somerset (grófstvo)
Somme	Somme (departement)
Song	Pieseň
Sophia Loren	Sophia Lorenová
Sophism	Sofisti
Sophocles	Sofokles
Sorbonne	Sorbonna
Soul	Duša
Sound	Zvuk
Source code	Zdrojový kód
South	Juh (svetová strana)
South Africa	Kategória:Južná Afrika (štát)
South America	Južná Amerika
South America	Kategória:Južná Amerika
South Australia	Južná Austrália
South Carolina	Južná Karolína
South Carolina	Kategória:Južná Karolína
South China Sea	Juhočínske more
South Dakota	Južná Dakota
South Dakota	Kategória:Južná Dakota
South Korea	Kórejská republika
South Korea	Kategória:Kórejská republika
South Pole	Južný pól
South Vietnam	Vietnamská republika
Southeast Asia	Juhovýchodná Ázia
Sovereignty	Suverenita
Soviet Union	Sovietsky zväz
Soviet Union	Kategória:Sovietsky zväz
Soybean	Sója fazuľová
Space Shuttle	Space Shuttle
Space station	Kozmická stanica
Spacecraft	Umelé kozmické teleso
Spaghetti	Špagety
Spain	Španielsko
Spain	Kategória:Španielsko
Spam (electronic)	Spam
Spanish Civil War	Španielska občianska vojna (1936)
Spanish people	Kategória:Španielske osobnosti
Sparta	Sparta (starovek)
Special relativity	Špeciálna teória relativity
Species	Druh (taxonómia)
Spectroscopy	Spektroskopia
Speed of light	Rýchlosť svetla
Speleology	Speleológia
Sperm Whale	Vorvaň tuponosý
Sphere	Guľa
Spice	Korenina
Spider	Pavúky
Spin (physics)	Spin (fyzika)
Spinal cord	Miecha
Spiral galaxy	Špirálová galaxia
Spleen	Slezina
Split	Split
Sponge	Hubky
Sport	Šport
Spree	Spréva
Spring (season)	Jar
Springfield	Springfield
Spyware	Spyware
Squamata	Jašterotvaré
Square (geometry)	Štvorec
Square metre	Štvorcový meter
Squash (sport)	Squash
Sri Lanka	Srí Lanka
Sri Lanka	Kategória:Srí Lanka
St. Louis	St. Louis
Standard Generalized Markup Language	Standard Generalized Markup Language
Standard deviation	Smerodajná odchýlka
Stanley Kubrick	Stanley Kubrick
Star	Hviezda
Star of David	Dávidova hviezda
Starfish	Hviezdovky
State	Štát
Staten Island	Staten Island
Statistics	Štatistika
Statistics	Kategória:Štatistika
Statue of Liberty	Socha Slobody
Steel	Oceľ
Stefan Zweig	Stefan Zweig
Steffi Graf	Steffi Grafová
Stegosaurus	Stegosaurus
Stendhal	Stendhal
Stephen Hawking	Stephen Hawking
Steradian	Steradián
Sternum	Hrudná kosť
Steroid	Steroid
Steven Spielberg	Steven Spielberg
Sting	Sting
Stockholm	Štokholm
Stoicism	Stoicizmus
Stomach	Žalúdok
Stonehenge	Stonehenge
Stork	Bocian
Storm	Búrka
Strait of Gibraltar	Gibraltársky prieliv
Strait of Hormuz	Hormuzský prieliv
Strait of Magellan	Magalhãesov prieliv
Strait of Messina	Messinský prieliv
Strasbourg	Štrasburg
Strategy	Stratégia
Stratigraphy	Stratigrafia
Stratosphere	Stratosféra
Stress (medicine)	Stres (psychológia)
Strontium	Stroncium
Structuralism	Štrukturalizmus
Stub	Šablóna:Výhonok
Stuttgart	Stuttgart
Styx	Styx (mytologická rieka)
Sub-Saharan Africa	Subsaharská Afrika
Subculture	Subkultúra
Sublimation (chemistry)	Sublimácia
Subset	Podmnožina
Subversion (software)	Subversion
Sucre	Sucre
Sudan	Sudán
Sudan	Kategória:Sudán
Sudoku	Sudoku
Suez Canal	Suezský prieplav
Sugar	Sacharid
Suharto	Suharto
Sulawesi	Celebes
Sulfur	Síra
Sulfur dioxide	Oxid siričitý
Sulfur mustard	Yperit
Sulfuric acid	Kyselina sírová
Sultan	Sultán
Sumatra	Sumatra
Sumer	Sumeri
Summer	Leto
Sumo	Sumó
Sun	Slnko
Sun	Kategória:Slnko
Sun Yat-sen	Sunjatsen
Sunday	Nedeľa
Sundial	Slnečné hodiny
Sunni Islam	Sunnitský islam
Supercomputer	Superpočítač
Superconductivity	Supravodivosť
Superman	Superman (postava)
Supernova	Supernova
Supreme Court of the United States	Najvyšší súd Spojených štátov
Sura	Súra
Surface tension	Povrchové napätie
Surgery	Chirurgia
Surgery	Kategória:Chirurgia
Suriname	Surinam
Suriname	Kategória:Surinam
Surrealism	Surrealizmus
Surrey	Surrey (Anglicko)
Susan Sontag	Susan Sontagová
Sushi	Suši
Suva	Suva
Svalbard	Svalbard
Swaziland	Svazijsko
Swaziland	Kategória:Svazijsko
Sweden	Švédsko
Sweden	Kategória:Švédsko
Swedish krona	Švédska koruna
Sweet potato	Povojník batátový
Swimming	Kategória:Plávanie
Swiss franc	Švajčiarsky frank
Swiss people	Kategória:Švajčiarske osobnosti
Switzerland	Švajčiarsko
Switzerland	Kategória:Švajčiarsko
Sword	Meč
Sydney	Sydney
Syllable	Slabika
Symbiosis	Symbióza
Symbol	Symbol
Symphony	Symfónia
Synagogue	Synagóga
Synesthesia	Synestézia
Synonym	Synonymum
Syntax	Syntax (jazykoveda)
Syphilis	Syfilis
Syracuse	Syrakúzy
Syria	Sýria
Syria	Kategória:Sýria
System	Systém (kybernetika)
Systematics	Systematika (veda)
T	T
T. S. Eliot	Thomas Stearns Eliot
Table (furniture)	Stôl
Table tennis	Stolný tenis
Taboo	Tabu (náboženstvo)
Tacitus	Tacitus
Taekwondo	Taekwondo
Tai chi chuan	Tchaj-ťi
Taipei	Tchaj-pej
Taiwan	Kategória:Taiwan
Taj Mahal	Tádžmahal
Tajikistan	Tadžikistan
Tajikistan	Kategória:Tadžikistan
Taliban	Taliban
Tallahassee	Tallahassee
Tallinn	Tallinn
Talmud	Talmud
Tampere	Tampere
Tanakh	Tanach
Tango (dance)	Tango (tanec)
Tank	Tank
Tantalum	Tantal
Tantalus	Tantalos
Tanzania	Tanzánia
Tanzania	Kategória:Tanzánia
Taoism	Taoizmus
Tardigrade	Pomalky
Tarn	Tarn (departement)
Tarragon	Palina dračia
Tartarus	Tartaros (boh)
Tashkent	Taškent
Tasman Sea	Tasmanovo more
Tasmania	Tasmánia
Taste	Chuť
Tattoo	Tetovanie
Tau	Tau
Taurus (constellation)	Súhvezdie Býk
Tawny Owl	Sova lesná
Tax	Daň
Taxation	Kategória:Dane
Taxon	Taxón
Taxonomy	Taxonómia (biológia)
Taxus baccata	Tis obyčajný
Tbilisi	Tbilisi
Tea	Čaj
Tea	Kategória:Čaj
Technetium	Technécium
Techno	Techno
Technology	Technológia
Technology	Kategória:Technológia
Tegucigalpa	Tegucigalpa
Tehran	Teherán
Tel Aviv	Tel Aviv
Telecommunication	Telekomunikácie
Telegraphy	Telegraf
Telepathy	Telepatia
Telephone	Telefón
Telescope	Teleskop
Telescopium	Súhvezdie Ďalekohľad
Television	Televízia
Television	Kategória:Televízia
Tellurium	Telúr
Temperature	Teplota
Temple	Chrám
Temple of Artemis	Artemidin chrám v Efeze
Ten Commandments	Desatoro
Tenerife	Tenerife
Tennessee	Tennessee
Tennessee	Kategória:Tennessee
Tennessee Williams	Tennessee Williams
Tennis	Tenis
Tennis	Kategória:Tenis
Terbium	Terbium
Termite	Termity
Terpsichore	Terpsichora
Terrestrial planet	Terestriálna planéta
Terrorism	Terorizmus
Terrorism	Kategória:Terorizmus
Tertullian	Tertullianus
Tesla (unit)	Tesla (jednotka)
Testicle	Semenník (anatómia)
Testosterone	Testosterón
Tethys (moon)	Tethys (mesiac)
Tetrahydrocannabinol	Tetrahydrokanabinol
Tetrapod	Štvornožce
Texas	Texas
Texas	Kategória:Texas
Thailand	Thajsko
Thailand	Kategória:Thajsko
Thales	Táles
Thalia	Tália (múza)
Thallium	Tálium
Thanatos	Tanatos
The Gambia	Gambia (štát)
The Gambia	Kategória:Gambia (štát)
The Hague	Haag
The Star-Spangled Banner	The Star-Spangled Banner
Theatre	Divadlo (umenie)
Theatre	Kategória:Divadlo
Thebe (moon)	Thebe (mesiac)
Thebes	Téby (Egypt)
Themis	Themis
Theodolite	Teodolit
Theodor Mommsen	Theodor Mommsen
Theodore Roosevelt	Theodore Roosevelt
Theodosius I	Theodosius I.
Theology	Teológia
Theology	Kategória:Teológia
Theorem	Teoréma
Theory	Teória
Theory of relativity	Teória relativity
Theravada	Théraváda
Thermodynamics	Termodynamika
Thermodynamics	Kategória:Termodynamika
Thermometer	Teplomer
Thessaloniki	Solún
Thessaly	Tesália (historické územie)
Theta	Théta
Thetis	Thetis
Thiamine	Tiamín
Third Crusade	Tretia križiacka výprava
Third World	Rozvojová krajina
Thirty Years' War	Tridsaťročná vojna
Thomas Aquinas	Tomáš Akvinský
Thomas Edison	Thomas Alva Edison
Thomas Hobbes	Thomas Hobbes
Thomas Jefferson	Thomas Jefferson
Thomas Malthus	Thomas Malthus
Thomas Mann	Thomas Mann
Thomas More	Thomas More
Thor	Thor
Thorium	Tórium
Thoth	Thovt
Thrace	Trácia
Thucydides	Thukydides
Thulium	Túlium
Thuringia	Durínsko
Thursday	Štvrtok
Thylacine	Vakovlk
Thymine	Tymín
Thyroid	Štítna žľaza
Tianjin	Tchien-ťin
Tiberius	Tiberius
Tibet	Tibet
Tibet	Kategória:Tibet
Ticino	Ticino (kantón)
Tierra del Fuego	Ohňová zem (súostrovie)
Tiger	Tiger džungľový
Tigris	Tigris
Timbuktu	Timbuktu (mesto)
Time	Čas
Time	Kategória:Čas
Time zone	Časové pásmo
Timor	Timor
Timur	Tímúr
Tin	Cín
Tirana	Tirana
Titan (disambiguation)	Titan
Titan (moon)	Titan (mesiac)
Titan (mythology)	Titan (mytológia)
Titania (moon)	Titania (mesiac)
Titanic (disambiguation)	Titanic (rozlišovacia stránka)
Titanium	Titán
Titian	Tiziano Vecelli
Titus	Titus
Tofu	Tofu
Togo	Togo
Togo	Kategória:Togo
Tokyo	Tokio
Toledo	Toledo
Toluene	Toluén
Tom Hanks	Tom Hanks
Tom and Jerry	Tom a Jerry
Ton	Tona
Tonga	Tonga
Tonga	Kategória:Tonga
Tongue	Jazyk (orgán)
Toni Morrison	Toni Morrisonová
Tonne	Tona
Tony Blair	Tony Blair
Tool	Nástroj
Tooth	Zub
Toothbrush	Zubná kefka
Topaz	Topás
Topeka	Topeka
Topology	Topológia
Torah	Tóra
Tornado	Tornádo
Toronto	Toronto
Torture	Mučenie
Torus	Torus (geometria)
Toulouse	Toulouse
Tour de France	Tour de France
Tourism	Turistika
Tourism	Kategória:Turistika
Tours	Tours
Tower	Veža (stavba)
Tower of Babel	Babylonská veža (Babylon)
Tower of London	Tower of London
Town	Mesto
Toxicity	Jed
Toxicology	Toxikológia
Toyota	Toyota
Trademark	Ochranná známka
Tragedy	Tragédia
Train	Vlak
Train station	Železničná stanica
Trajan	Traján
Tram	Električka
Transcendental number	Transcendentné číslo
Transformer	Transformátor
Transistor	Tranzistor
Transliteration	Transliterácia
Transmission Control Protocol	Transmission Control Protocol
Transportation	Kategória:Doprava
Transylvania	Sedmohradsko
Treaty	Medzinárodná zmluva
Treaty of Versailles	Versaillská mierová zmluva
Tree	Strom
Trento	Trident
Trenton	Trenton (New Jersey)
Triangle	Trojuholník
Triangulum	Súhvezdie Trojuholník
Triangulum Australe	Súhvezdie Južný trojuholník
Triassic	Trias
Triceratops	Triceratops
Trigonometry	Trigonometria
Trigonometry	Kategória:Trigonometria
Trilobite	Trilobity
Trilogy	Trilógia
Trinidad	Trinidad (ostrov)
Trinidad and Tobago	Trinidad a Tobago
Trinidad and Tobago	Kategória:Trinidad a Tobago
Trinitrotoluene	Trinitrotoluén
Trinity	Najsvätejšia Trojica
Tripoli	Tripolis
Tritium	Trícium
Triton (moon)	Triton (mesiac)
Triumphal arch	Víťazný oblúk
Trojan Horse	Trójsky kôň (história)
Trojan War	Trójska vojna
Trojan horse (computing)	Trójsky kôň (informatika)
Trolleybus	Trolejbus
Trombone	Pozauna
Tropic of Cancer	Obratník Raka
Tropic of Capricorn	Obratník Kozorožca
Troposphere	Troposféra
Troy	Trója
Truman Doctrine	Trumanova doktrína
Trumpet	Trúbka
Trygve Lie	Trygve Halvdan Lie
Tryptophan	Tryptofán
Tsar	Cár
Tsunami	Cunami
Tuberculosis	Tuberkulóza
Tucana	Súhvezdie Tukan
Tucson	Tucson
Tuesday	Utorok
Tulip	Tulipán
Tumor	Nádor
Tundra	Tundra
Tungsten	Volfrám
Tunicate	Plášťovce (taxón)
Tunis	Tunis
Tunisia	Tunisko
Tunisia	Kategória:Tunisko
Tunnel	Tunel
Turbine	Turbína
Turin	Turín
Turing machine	Turingov stroj
Turkey	Turecko
Turkey	Kategória:Turecko
Turkmenistan	Turkménsko
Turkmenistan	Kategória:Turkménsko
Tuscany	Toskánsko
Tuvalu	Tuvalu
Tuvalu	Kategória:Tuvalu
Tux	Tux
Tycho Brahe	Tycho Brahe
Typewriter	Písací stroj
Typography	Typografia (umenie)
Tyrannosaurus	Tyrannosaurus
Tyre	Tyros
Tyrol (state)	Tirolsko (spolková krajina)
Tyrrhenian Sea	Tyrrhenské more
U	U
UNESCO	UNESCO
Ufa	Ufa
Uganda	Uganda
Uganda	Kategória:Uganda
Ukraine	Ukrajina
Ukraine	Kategória:Ukrajina
Ulan Bator	Ulánbátar
Ultrasound	Ultrazvuk
Ultraviolet	Ultrafialové žiarenie
Ulysses S. Grant	Ulysses Simpson Grant
Umbria	Umbria
Uncertainty principle	Princíp neurčitosti
Unemployment	Nezamestnanosť
Unidentified flying object	UFO
Uniform Resource Locator	Uniform Resource Locator
Union (set theory)	Zjednotenie (matematika)
United Arab Emirates	Spojené arabské emiráty
United Arab Emirates	Kategória:Spojené arabské emiráty
United Arab Republic	Zjednotená arabská republika
United Kingdom	Spojené kráľovstvo
United Kingdom	Kategória:Spojené kráľovstvo
United Nations	Organizácia Spojených národov
United Nations	Kategória:OSN
United Nations Children's Fund	UNICEF
United States	Spojené štáty
United States	Kategória:Spojené štáty americké
United States Air Force	United States Air Force
United States Congress	Kongres Spojených štátov
United States Constitution	Ústava Spojených štátov
United States Navy	United States Navy
United States Senate	Senát Spojených štátov
United States Virgin Islands	Americké Panenské ostrovy
United States dollar	Americký dolár
Universe	Vesmír
University	Univerzita
Unix	Unix
Unix	Kategória:Unix
Ununbium	Ununbium
Ununhexium	Ununhexium
Ununpentium	Ununpentium
Ununquadium	Ununquadium
Ununtrium	Ununtrium
Upanishad	Upanišády
Uppsala	Uppsala
Upsilon	Ypsilon (grécke písmeno)
Ur	Ur
Ural Mountains	Ural (pohorie)
Urania	Uránia
Uranium	Urán (prvok)
Uranus	Urán (planéta)
Uranus	Kategória:Urán
Uranus (mythology)	Uranos
Urea	Močovina
Urine	Moč
Ursa Major	Súhvezdie Veľká medvedica
Ursa Minor	Súhvezdie Malá medvedica
Uruguay	Uruguaj
Uruguay	Kategória:Uruguaj
Utah	Utah
Utah	Kategória:Utah
Uterus	Maternica
Utilitarianism	Utilitarizmus
Utopia	Utópia
Utrecht (city)	Utrecht
Utrecht (province)	Utrecht (provincia)
Uzbekistan	Uzbekistan
Uzbekistan	Kategória:Uzbekistan
V	V
Vaccine	Očkovanie
Vacuole	Vakuola
Vacuum	Vákuum
Vacuum tube	Elektrónka
Vaduz	Vaduz
Vagina	Pošva (vagína)
Valencia	Valencia (mesto)
Valencia	Valencia
Valentina Tereshkova	Valentina Vladimirovna Tereškovová
Valhalla	Valhalla
Valletta	Valletta
Vampire	Upír (bytosť)
Vanadium	Vanád
Vancouver	Vancouver
Vancouver Island	Vancouver (ostrov)
Vandalism	Vandalizmus
Vanuatu	Vanuatu
Vanuatu	Kategória:Vanuatu
Var (department)	Var (departement)
Variance	Rozptyl (štatistika)
Varna	Varna (Bulharsko)
Vatican City	Vatikán
Vatican City	Kategória:Vatikán
Vega	Vega
Vegetable	Zelenina
Vegetarianism	Vegetariánstvo
Vein	Žila
Vela (constellation)	Súhvezdie Plachty
Velociraptor	Velociraptor
Veneto	Benátsko
Venezuela	Venezuela
Venezuela	Kategória:Venezuela
Venice	Benátky (mesto)
Venus	Venuša
Venus (disambiguation)	Venuša (rozlišovacia stránka)
Venus (mythology)	Venuša (bohyňa)
Verb	Sloveso
Vermont	Vermont
Vermont	Kategória:Vermont
Versailles	Versailles
Vertebra	Stavec
Vertebral column	Chrbtica
Vertebrate	Stavovce
Vespasian	Vespazián
Veto	Veto
Victor Hugo	Victor Hugo
Victoria	Victoria (Seychely)
Victoria	Victoria (Britská Kolumbia)
Victoria	Viktória
Victoria (Australia)	Viktória (Austrália)
Victoria Falls	Viktóriine vodopády
Video	Videotechnika
Vienna	Viedeň
Vienna	Kategória:Viedeň
Vienne	Vienne (departement)
Vientiane	Vientian
Vietnam	Vietnam
Vietnam	Kategória:Vietnam
Vietnam War	Vietnamská vojna
Vietnam War	Kategória:Vietnamská vojna
Viking	Vikingovia
Vilfredo Pareto	Vilfredo Pareto
Village	Dedina
Vilnius	Vilnius
Vincent van Gogh	Vincent van Gogh
Vincenzo Bellini	Vincenzo Bellini
Vinegar	Ocot
Viola	Viola (hudobný nástroj)
Violence	Násilie
Violin	Husle
Virgil	Vergílius
Virgin Islands	Panenské ostrovy
Virginia	Virgínia
Virginia	Kategória:Virgínia
Virginia Woolf	Virginia Woolfová
Virginity	Panenstvo
Virgo (constellation)	Súhvezdie Panna
Virtual memory	Virtuálna pamäť
Virtual reality	Virtuálna realita
Virtue	Cnosť
Virus	Vírus
Viscosity	Viskozita
Vishnu	Višnu
Vistula	Visla
Vitamin	Vitamín
Vitamin A	Retinol
Vitamin B6	Vitamín B6
Vitamin D	Vitamín D
Vitamin K	Fylochinón
Vittorio De Sica	Vittorio De Sica
Vitus Bering	Vitus Bering
Vladimir Lenin	Vladimir Iľjič Lenin
Vladimir Putin	Vladimir Vladimirovič Putin
Vladivostok	Vladivostok
Vocative case	Vokatív
Vodka	Vodka
Volans	Súhvezdie Lietajúca ryba
Volcano	Sopka
Volcanology	Kategória:Vulkanológia
Volcanology	Vulkanológia
Volga River	Volga
Volgograd	Volgograd
Volleyball	Volejbal
Volleyball	Kategória:Volejbal
Volt	Volt
Voltage	Elektrické napätie
Voltaire	Voltaire
Volume	Objem
Vomiting	Zvracanie
Voodoo	Voodoo
Vowel	Samohláska
Vulgar Latin	Ľudová latinčina
Vulpecula	Súhvezdie Líška
Vulva	Ženské ohanbie
W	W
W. Somerset Maugham	William Somerset Maugham
WYSIWYG	WYSIWYG
Wake Island	Wake
Wales	Wales
Wales	Kategória:Wales
Walt Disney	Walt Disney
Walt Whitman	Walt Whitman
Walter Gropius	Walter Adolph Gropius
War	Vojna
War	Kategória:Vojny
War crime	Vojnové zločiny
War of the Spanish Succession	Vojna o španielske dedičstvo
Warsaw	Varšava
Washing machine	Práčka
Washington	Washington (D.C.)
Washington	Washington (štát USA)
Washington	Kategória:Washington (štát USA)
Washington (disambiguation)	Washington
Waste	Odpad
Water	Voda
Water polo	Vodné pólo
Waterfall	Vodopád
Watergate scandal	Aféra Watergate
Watt	Watt (jednotka)
Wave	Vlnenie
Wavelength	Vlnová dĺžka
Wax	Vosk
Weak interaction	Slabá interakcia hmotných objektov
Weapon	Zbraň
Weather	Počasie
Web browser	Webový prehliadač
Web page	Webová stránka
Webcam	Webkamera
Weber (unit)	Weber (jednotka)
Website	Webová lokalita
Wednesday	Streda
Week	Týždeň
Weight	Gravitačná hmotnosť
Weightlifting	Vzpieranie
Weimar	Weimar
Weimar Republic	Weimarská republika
Welding	Zváranie
Wellington	Wellington
Werewolf	Vlkolak
Wernher von Braun	Wernher von Braun
West	Západ (svetová strana)
West Africa	Západná Afrika
West Bank	Západný breh Jordánu
West Bengal	Západné Bengálsko
West Berlin	Západný Berlín
West Sussex	West Sussex
West Virginia	Západná Virgínia
West Virginia	Kategória:Západná Virgínia
Western Australia	Západná Austrália
Western Roman Empire	Západorímska ríša
Western Sahara	Západná Sahara
Western Sahara	Kategória:Západná Sahara
Westminster Abbey	Westminsterské opátstvo
Wheat	Pšenica
Wheel	Koleso
White House	Biely dom (Washington)
White Sea	Biele more
White blood cell	Biela krvinka
White dwarf	Biely trpaslík
Whitehorse	Whitehorse
Wicca	Wicca
Wildcat	Mačka divá
Wilhelm Ostwald	Friedrich Wilhelm Ostwald
Will (law)	Ab intestato
William Blake	William Blake
William Butler Yeats	William Butler Yeats
William Faulkner	William Faulkner
William Golding	William Golding
William Herschel	Frederick William Herschel
William Howard Taft	William Howard Taft
William James	William James
William McKinley	William McKinley
William Rowan Hamilton	William Rowan Hamilton
William Shakespeare	William Shakespeare
William Wordsworth	William Wordsworth
William of Ockham	William Occam
Willy Brandt	Willy Brandt
Wind instrument	Dychový nástroj
Wind power	Veterná energia
Windhoek	Windhoek
Window	Okno
Wine	Víno
Wine	Kategória:Víno
Winnipeg	Winnipeg
Winston Churchill	Winston Churchill
Winter	Zima
Winter Olympic Games	Zimné olympijské hry
Winter Olympic Games	Kategória:Zimné olympijské hry
Wisconsin	Wisconsin
Wisconsin	Kategória:Wisconsin
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Woman	Žena
Wood	Drevo
Woodrow Wilson	Woodrow Wilson
Woody Allen	Woody Allen
Worcestershire	Worcestershire
Word	Slovo (lingvistika)
Word processor	Textový procesor
World	Svet
World Health Organization	Svetová zdravotnícka organizácia
World Meteorological Organization	Svetová meteorologická organizácia
World Trade Center	Svetové obchodné centrum
World Trade Organization	Svetová obchodná organizácia
World War I	Prvá svetová vojna
World War I	Kategória:Prvá svetová vojna
World War II	Druhá svetová vojna
World War II	Kategória:Druhá svetová vojna
World Wide Web	World Wide Web
World Wide Web	Kategória:World Wide Web
World war	Svetová vojna
Wormhole	Červia diera
Writing system	Písmo
Wuhan	Wu-chan
Wyoming	Wyoming
Wyoming	Kategória:Wyoming
X	X
X-ray	Röntgenové žiarenie
Xenon	Xenón
Xenophanes	Xenofanes z Kolofonu
Xenophobia	Xenofóbia
Xenophon	Xenofón
Xi	Ksí
Xylophone	Xylofón
Y	Y
Yak	Jak divý
Yalta Conference	Jaltská konferencia
Yangon	Rangún
Yangtze River	Jang-c'-ťiang
Yasser Arafat	Jásir Arafat
Year	Rok
Years	Kategória:Roky
Yellow	Žltá
Yellow River	Chuang-che
Yellow Sea	Žlté more
Yellowstone National Park	Yellowstonský národný park
Yemen	Jemen
Yemen	Kategória:Jemen
Yenisei River	Jenisej
Yerevan	Jerevan
Yggdrasil	Yggdrasil
Yoga	Joga
Yoghurt	Jogurt
Yokohama	Jokohama
Yom Kippur	Jom kipur
Yom Kippur War	Jomkipurská vojna
York	York (Anglicko)
Young's modulus	Youngov modul
Ytterbium	Yterbium
Yttrium	Ytrium
Yugoslavia	Juhoslávia
Yugoslavia	Kategória:Juhoslávia
Yukon	Yukon (teritórium)
Yuri Gagarin	Jurij Alexejevič Gagarin
Z	Z
Zagreb	Záhreb
Zambezi	Zambezi
Zambia	Zambia
Zambia	Kategória:Zambia
Zanzibar	Zanzibar
Zaragoza	Zaragoza
Zebra	Zebra
Zen	Zen-budhizmus
Zenith	Zenit
Zeno (emperor)	Zenón (cisár)
Zeno of Citium	Zenón z Kitia
Zeno of Elea	Zenón z Eley
Zeta	Zéta
Zeus	Zeus
Zeus (disambiguation)	Zeus
Ziggurat	Zikkurat
Zimbabwe	Zimbabwe
Zimbabwe	Kategória:Zimbabwe
Zinc	Zinok
Zionism	Sionizmus
Zirconium	Zirkónium
Zoo	Zoologická záhrada
Zoology	Zoológia
Zoology	Kategória:Zoológia
Zoroaster	Zaratustra
Zoroastrianism	Zoroastrizmus
