Thai	English
เฮนรี ฟอร์ด	Henry Ford
ตับอักเสบ	Hepatitis
เฮฟเฟสตุส	Hephaestus
เฮราคลีส	Heracles
เฮอร์คิวลีส	Hercules
กลุ่มดาวเฮอร์คิวลีส	Hercules (constellation)
เฮอร์แมน เมลวิลล์	Herman Melville
แฮร์มัน เฮสเส	Hermann Hesse
เฮอร์มันน์ ฟอน เฮล์มโฮลทซ์	Hermann von Helmholtz
อรรถปริวรรตศาสตร์	Hermeneutics
เฮอร์มีส	Hermes
เฮโรโดตุส	Herodotus
เฮโรอีน	Heroin
นกกระสา	Heron
เฮิรตซ์	Hertz
รักต่างเพศ	Heterosexuality
เฮเทโรทรอพ	Heterotroph
เลขฐานสิบหก	Hexadecimal
รูปหกเหลี่ยม	Hexagon
ฮิซบุลลอหฺ	Hezbollah
เฮียโรนิมัส บอส	Hieronymus Bosch
เทือกเขาหิมาลัย	Himalayas
เทือกเขาฮินดูกูช	Hindu Kush
ศาสนาพราหมณ์-ฮินดู	Hinduism
หมวดหมู่:ศาสนาฮินดู	Hinduism
ฮิปโปกราเตส	Hippocrates
ฮิปโปโปเตมัส	Hippopotamus
สมเด็จพระจักรพรรดิโชวะ	Hirohito
ฮิโระชิมะ (เมือง)	Hiroshima
เกาะฮิสปันโยลา	Hispaniola
มิญชวิทยา	Histology
หมวดหมู่:จุลกายวิภาคศาสตร์	Histology
ประวัติศาสตร์	History
หมวดหมู่:ประวัติศาสตร์	History
สถานีย่อย:ประวัติศาสตร์	History
โฮจิมินห์	Ho Chi Minh
โฮจิมินห์ซิตี	Ho Chi Minh City
โฮบาร์ต	Hobart
ฮอบบิท	Hobbit
งานอดิเรก	Hobby
ฮอลลีวูด	Hollywood
โฮลเมียม	Holmium
ฮอโลกราฟี	Holography
จักรวรรดิโรมันอันศักดิ์สิทธิ์	Holy Roman Empire
ภาวะธำรงดุล	Homeostasis
โฮเมอร์	Homer
รักร่วมเพศ	Homosexuality
ประเทศฮอนดูรัส	Honduras
น้ำผึ้ง	Honey
เขตบริหารพิเศษฮ่องกง	Hong Kong
หมวดหมู่:ฮ่องกง	Hong Kong
โฮนีอารา	Honiara
โฮโนลูลู	Honolulu
ชิชา	Hookah
ขอบฟ้า	Horizon
ฮอร์โมน	Hormone
ม้า	Horse
เทพฮอรัส	Horus
โรงพยาบาล	Hospital
โรงแรม	Hotel
ชั่วโมง	Hour
นาฬิกาทราย	Hourglass
บ้าน	House
เฮาส์	House (TV series)
ฮิวสตัน	Houston
มนุษย์	Human
ลัทธิมนุษยนิยม	Humanism
กระดูกต้นแขน	Humerus
นกสีชมพู	Hummingbird
วาฬหลังค่อม	Humpback Whale
มณฑลหูหนาน	Hunan
สงครามร้อยปี	Hundred Years' War
ประเทศฮังการี	Hungary
หมวดหมู่:ประเทศฮังการี	Hungary
ความหิว	Hunger
ไฮบริด	Hybrid
กลุ่มดาวงูไฮดรา	Hydra (constellation)
ไฮโดรคาร์บอน	Hydrocarbon
กรดไฮโดรคลอริก	Hydrochloric acid
ไฮโดรเจน	Hydrogen
พันธะไฮโดรเจน	Hydrogen bond
หมวดหมู่:อุทกวิทยา	Hydrology
กลุ่มดาวงูไฮดรัส	Hydrus
โรคความดันโลหิตสูง	Hypertension
Hypertext Transfer Protocol	Hypertext Transfer Protocol
ฮิปนอส	Hypnos
ไฮโปทาลามัส	Hypothalamus
สมมุติฐาน	Hypothesis
I	I
贝聿铭	I. M. Pei
ไอพอด	IPod
เอียน เฟลมมิ่ง	Ian Fleming
คาบสมุทรไอบีเรีย	Iberian Peninsula
ไอบูโปรเฟน	Ibuprofen
ไอศกรีม	Ice cream
ภูเขาน้ำแข็ง	Iceberg
ประเทศไอซ์แลนด์	Iceland
มีนวิทยา	Ichthyology
รูปสัญลักษณ์	Icon
ลัทธิทำลายรูปเคารพ	Iconoclasm
มลรัฐไอดาโฮ	Idaho
สมาชิกเอกลักษณ์	Identity element
เมทริกซ์เอกลักษณ์	Identity matrix
ภาษาอิดอ	Ido
อิกเนเชียสแห่งลาโฮลา	Ignatius of Loyola
หินอัคนี	Igneous rock
อิกอร์ สตราวินสกี	Igor Stravinsky
น้ำตกอีกวาซู	Iguazu Falls
อีเลียด	Iliad
มลรัฐอิลลินอยส์	Illinois
อิมมานูเอิล คานท์	Immanuel Kant
วิทยาภูมิคุ้มกัน	Immunology
ลัทธิจักรวรรดินิยม	Imperialism
ศิลปะอิมเพรสชันนิสม์	Impressionism
เอกราช	Independence
ประเทศอินเดีย	India
หมวดหมู่:ประเทศอินเดีย	India
มหาสมุทรอินเดีย	Indian Ocean
หมวดหมู่:มหาสมุทรอินเดีย	Indian Ocean
มลรัฐอินดีแอนา	Indiana
อินทิรา คานธี	Indira Gandhi
อินเดียม	Indium
อินโดจีน	Indochina
ประเทศอินโดนีเซีย	Indonesia
หมวดหมู่:ประเทศอินโดนีเซีย	Indonesia
พระอินทร์	Indra
กลุ่มดาวอินเดียนแดง	Indus (constellation)
การปฏิวัติอุตสาหกรรม	Industrial Revolution
อุตสาหกรรม	Industry
อสมการ	Inequality
ทหารราบ	Infantry
อนันต์	Infinity
การอักเสบ	Inflammation
ภาวะเงินเฟ้อ	Inflation
ไข้หวัดใหญ่	Influenza
สารสนเทศ	Information
เทคโนโลยีสารสนเทศ	Information technology
ทฤษฎีสารสนเทศ	Information theory
รังสีอินฟราเรด	Infrared
อิงมาร์ เบิร์กแมน	Ingmar Bergman
เขตปกครองตนเองมองโกเลียใน	Inner Mongolia
เคมีอนินทรีย์	Inorganic chemistry
แมลง	Insect
อินเซคทิวอรา	Insectivora
สถาบัน	Institution
อินซูลิน	Insulin
การประกันภัย	Insurance
จำนวนเต็ม	Integer
ปริพันธ์	Integral
วงจรรวม	Integrated circuit
ทรัพย์สินทางปัญญา	Intellectual property
ไอคิว	Intelligence quotient
ขีปนาวุธข้ามทวีป	Intercontinental ballistic missile
ดอกเบี้ย	Interest
ภาษาอินเทอร์ลิงกวา	Interlingua
สำนักงานพลังงานปรมาณูระหว่างประเทศ	International Atomic Energy Agency
องค์การการบินพลเรือนระหว่างประเทศ	International Civil Aviation Organization
ศาลยุติธรรมระหว่างประเทศ	International Court of Justice
กองทุนการเงินระหว่างประเทศ	International Monetary Fund
หน่วยเอสไอ	International System of Units
องค์การระหว่างประเทศ	International organization
อินเทอร์เน็ต	Internet
หมวดหมู่:อินเทอร์เน็ต	Internet
อินเทอร์เน็ตเอกซ์พลอเรอร์	Internet Explorer
โปรแกรมแปลคำสั่ง	Interpreter (computing)
ลำไส้	Intestine
อินทราเน็ต	Intranet
สิ่งประดิษฐ์	Invention
สัตว์ไม่มีกระดูกสันหลัง	Invertebrate
ไอโอดีน	Iodine
ไอออน	Ion
พันธะไอออน	Ionic bond
ไอโอโนสเฟียร์	Ionosphere
ไอโอตา	Iota
มลรัฐไอโอวา	Iowa
หมวดหมู่:มลรัฐไอโอวา	Iowa
ประเทศอิหร่าน	Iran
หมวดหมู่:ประเทศอิหร่าน	Iran
สงครามอิรัก-อิหร่าน	Iran-Iraq War
ประเทศอิรัก	Iraq
เกาะไอร์แลนด์	Ireland
อิริเดียม	Iridium
เหล็ก	Iron
ยุคเหล็ก	Iron Age
จำนวนอตรรกยะ	Irrational number
อิสอัค	Isaac
ไอแซค อสิมอฟ	Isaac Asimov
ไอแซก นิวตัน	Isaac Newton
ไอสิส	Isis
ศาสนาอิสลาม	Islam
หมวดหมู่:ศาสนาอิสลาม	Islam
อิสลามาบัด	Islamabad
ปฏิทินฮิจญ์เราะหฺ	Islamic calendar
เกาะ	Island
เกาะแมน	Isle of Man
ไอโซโทป	Isotope
ประเทศอิสราเอล	Israel
อิสตันบูล	Istanbul
คอคอดปานามา	Isthmus of Panama
คาบสมุทรอิตาลี	Italian Peninsula
ประเทศอิตาลี	Italy
หมวดหมู่:ประเทศอิตาลี	Italy
ไอวีลีก	Ivy League
J	J
แจ็กเดอะริปเปอร์	Jack the Ripper
ยาโคบ	Jacob
ชาก การ์ตีเย	Jacques Cartier
ชาก ออฟเฟนบาค	Jacques Offenbach
หยก	Jade
เสือจากัวร์	Jaguar
ศาสนาเชน	Jainism
จาการ์ตา	Jakarta
ประเทศจาเมกา	Jamaica
เจมส์ ลูกของเซเบดี	James
เจมส์ บอนด์	James Bond
เจมส์ เคลิร์ก แมกซ์เวลล์	James Clerk Maxwell
เจมส์ คุก	James Cook
เจมส์ จอยซ์	James Joyce
เจมส์ ไนสมิท	James Naismith
เจมส์ จูล	James Prescott Joule
เจมส์ วัตต์	James Watt
