Serbian	English
Хестија	Hestia
Хетеросексуалност	Heterosexuality
Хексадецимални систем	Hexadecimal
Шестоугао	Hexagon
Хезболах	Hezbollah
Hibernacija	Hibernation
Хидеки Јукава	Hideki Yukawa
Хијеронимус Бош	Hieronymus Bosch
Хималаји	Himalayas
Хиндукуш	Hindu Kush
Хиндуизам	Hinduism
Категорија:Хиндуизам	Hinduism
Хипарх са Родоса	Hipparchus
Hipici	Hippie
Хипократ са Коса	Hippocrates
Хипократова заклетва	Hippocratic Oath
Нилски коњ	Hippopotamus
Хирохито	Hirohito
Хирошима	Hiroshima
Хистологија	Histology
Категорија:Хистологија	Histology
Хистони	Histone
Историја	History
Категорија:Историја	History
Портал:Историја	History
Хо Ши Мин	Ho Chi Minh
Хобарт	Hobart
Хоби	Hobby
Холивуд	Hollywood
Холмијум	Holmium
Свето-римско царство	Holy Roman Empire
Категорија:Свето римско царство	Holy Roman Empire
Свети Дух	Holy Spirit
Хомер	Homer
Хомо еректус	Homo erectus
Хомофобија	Homophobia
Хомосексуалност	Homosexuality
Хондурас	Honduras
Категорија:Хондурас	Honduras
Мед	Honey
Хонгконг	Hong Kong
Категорија:Хонг Конг	Hong Kong
Хонолулу	Honolulu
Хорације	Horace
Хорејшио Нелсон	Horatio Nelson
Хоризонт (астрономија)	Horizon
Хормони	Hormone
Хорна	Horn (instrument)
Рог Африке	Horn of Africa
Хороскоп	Horoscope
Домаћи коњ	Horse
Хотел	Hotel
Сат	Hour
Пешчани сат	Hourglass
Доктор Хаус (серија)	House (TV series)
Домаћи врабац	House Sparrow
Хјустон	Houston
Ховеркрафт	Hovercraft
Hablov zakon	Hubble's law
Хадсонов залив	Hudson Bay
Хадсон (река)	Hudson River
Иго Капет	Hugh Capet
Hugo Grocije	Hugo Grotius
Хугеноти	Huguenot
Човек	Human
Хуманизам	Humanism
Категорија:Хуманистичке науке	Humanities
Колибри	Hummingbird
Категорија:Хумор	Humor
Хумор	Humour
Хамфри Богарт	Humphrey Bogart
Стогодишњи рат	Hundred Years' War
Мађарска	Hungary
Категорија:Мађарска	Hungary
Лов	Hunting
Хуту	Hutu
Хибрид	Hybrid
Хајдерабад	Hyderabad
Угљоводоник	Hydrocarbon
Хлороводонична киселина	Hydrochloric acid
Хидроелектрана	Hydroelectricity
Водоник	Hydrogen
Водонична веза	Hydrogen bond
Хидрологија	Hydrology
Категорија:Хидрологија	Hydrology
Хидролиза	Hydrolysis
Хидросфера	Hydrosphere
Хидроксид	Hydroxide
Хијена	Hyena
Категорија:Хигијена	Hygiene
Химен	Hymen
Opnokrilci	Hymenoptera
Хипербола	Hyperbola
Хипертензија	Hypertension
Хипертекст	Hypertext
HTTP	Hypertext Transfer Protocol
Хипнос	Hypnos
Хипноза	Hypnosis
Хипотеза	Hypothesis
I (слово латинице)	I
Ијан Флеминг	Ian Fleming
Јапет (митологија)	Iapetus (mythology)
Пиринејско полуострво	Iberian Peninsula
Ибупрофен	Ibuprofen
Лед	Ice
Ледено доба	Ice age
Сладолед	Ice cream
Hokej na ledu	Ice hockey
Исланд	Iceland
Категорија:Исланд	Iceland
Икона	Icon
Иконоборство	Iconoclasm
Ајдахо	Idaho
Идеални гас	Ideal gas
Идеализам	Idealism
Неутрал	Identity element
Јединична матрица	Identity matrix
Ideologija	Ideology
Идо	Ido
Игнасио де Лојола	Ignatius of Loyola
Магматске стене	Igneous rock
Игор Стравински	Igor Stravinsky
Илијада	Iliad
Илиноис	Illinois
Скенер	Image scanner
Имам	Imam
Имануел Кант	Immanuel Kant
Имунски систем	Immune system
Имунологија	Immunology
Категорија:Имунологија	Immunology
Империјализам	Imperialism
Импресионизам	Impressionism
Инцест	Incest
Инч	Inch
Независност	Independence
Индија	India
Категорија:Индија	India
Индијски океан	Indian Ocean
Категорија:Индијски океан	Indian Ocean
Индијана	Indiana
Индијанаполис	Indianapolis
Индира Ганди	Indira Gandhi
Индијум	Indium
Indokina	Indochina
Индонезија	Indonesia
Категорија:Индонезија	Indonesia
Опроштај грехова	Indulgence
Инд	Indus River
Индустријска револуција	Industrial Revolution
Индустрија	Industry
Категорија:Индустрија	Industry
Инерција	Inertia
Pešadija	Infantry
Инфинитив	Infinitive
Бесконачност	Infinity
Запаљење	Inflammation
Инфлација	Inflation
Грип	Influenza
Информација	Information
Инфрацрвена светлост	Infrared
Ингмар Бергман	Ingmar Bergman
Ингрид Бергман	Ingrid Bergman
Унутрашња Монголија	Inner Mongolia
Иновација	Innovation
Инсбрук	Innsbruck
Неорганска хемија	Inorganic chemistry
Инквизиција	Inquisition
Инсекти	Insect
Инсектициди	Insecticide
Бубоједи	Insectivora
Институција	Institution
Инсулин	Insulin
Цео број	Integer
Интеграл	Integral
Интегрисано коло	Integrated circuit
Коефицијент интелигенције	Intelligence quotient
Интерконтинентална балистичка ракета	Intercontinental ballistic missile
Камата	Interest
Интерференција	Interference
Узвици	Interjection
Интерлингва	Interlingua
Организација међународног цивилног ваздухопловства	International Civil Aviation Organization
Међународни суд правде	International Court of Justice
Међународни монетарни фонд	International Monetary Fund
СИ	International System of Units
Категорија:Међународно право	International law
Међународна организација	International organization
Интернет	Internet
Категорија:Интернет	Internet
Интернет експлорер	Internet Explorer
Концентрациони логор	Internment
Интерпретатор	Interpreter (computing)
Интервал (музика)	Interval (music)
Intranet	Intranet
Бескичмењаци	Invertebrate
Ио	Io (moon)
Ио (митологија)	Io (mythology)
Јод	Iodine
Јон	Ion
Јонско море	Ionian Sea
Јонска веза	Ionic bond
Јоносфера	Ionosphere
Ајова	Iowa
Иран	Iran
Категорија:Иран	Iran
Ирачко-ирански рат	Iran-Iraq War
Ирак	Iraq
Категорија:Ирак	Iraq
Ирска	Ireland
Иринеј Лионски	Irenaeus
Иридијум	Iridium
Ирско море	Irish Sea
Категорија:Ирци	Irish people
Гвожђе (хемијски елемент)	Iron
Гвоздено доба	Iron Age
Гвоздена завеса	Iron Curtain
Ајрон мејден	Iron Maiden
Иронија	Irony
Ирационалан број	Irrational number
Иредентизам	Irredentism
Иртиш	Irtysh River
Исак	Isaac
Исак Асимов	Isaac Asimov
Исак Башевис Сингер	Isaac Bashevis Singer
Исак Њутн	Isaac Newton
Изадора Данкан	Isadora Duncan
Изида	Isis
Ислам	Islam
Категорија:Ислам	Islam
Исламабад	Islamabad
Исламски календар	Islamic calendar
Острво	Island
Острво Ман	Isle of Man
Категорија:Острво Ман	Isle of Man
Изомер (хемијски)	Isomer
Исороку Јамамото	Isoroku Yamamoto
Изотоп	Isotope
Израел	Israel
Категорија:Израел	Israel
Истанбул	Istanbul
Земљоуз	Isthmus
Италија	Italy
Категорија:Италија	Italy
Итака	Ithaca
Иван Петрович Павлов	Ivan Pavlov
Иван Сергејевич Тургењев	Ivan Turgenev
J (слово латинице)	J
Џером Дејвид Селинџер	J. D. Salinger
Џејмс Метју Бари	J. M. Barrie
Џек Лемон	Jack Lemmon
Џек Лондон	Jack London
Џек Трбосек	Jack the Ripper
Џексон Полок	Jackson Pollock
Џексонвил	Jacksonville
Жак Картије	Jacques Cartier
Жак Дерида	Jacques Derrida
Жак Офенбах	Jacques Offenbach
Јагуар	Jaguar
Ђаинизам	Jainism
Џакарта	Jakarta
Јамајка	Jamaica
Категорија:Јамајка	Jamaica
Јаков Заведејев	James
Џејмс Бонд	James Bond
Џејмс Клерк Максвел	James Clerk Maxwell
Џејмс Кук	James Cook
Џемс Џојс	James Joyce
Џејмс Нокс Полк	James K. Polk
Џејмс Медисон	James Madison
Џејмс Монро	James Monroe
Džejms Nejsmit	James Naismith
Џејмс Ват	James Watt
Јан Хус	Jan Hus
Јан ван Ајк	Jan van Eyck
Џејн Остин	Jane Austen
Џејн Фонда	Jane Fonda
Џејн Симор	Jane Seymour
Џенис Џоплин	Janis Joplin
Јањичари	Janissary
Јануар	January
1. јануар	January 1
19. јануар	January 19
20. јануар	January 20
6. јануар	January 6
Јанус	Janus (mythology)
Јапан	Japan
Категорија:Јапан	Japan
Јасон	Jason
Јава	Java
Јава (вишезначна одредница)	Java (disambiguation)
Јава (програмски језик)	Java (programming language)
Џавахарлал Нехру	Jawaharlal Nehru
Џез	Jazz
Категорија:Џез	Jazz
Жан Огист Доминик Енгр	Jean Auguste Dominique Ingres
