Bulgarian	English
Хенри (единица)	Henry (unit)
Хенри Дейвид Торо	Henry David Thoreau
Хенри Джеймс	Henry James
Хенри Кисинджър	Henry Kissinger
Хенри Милър	Henry Miller
Хенри Пърсел	Henry Purcell
Хепатит	Hepatitis
Хефест	Hephaestus
Хера	Hera
Хераклит	Heraclitus
Хералдика	Heraldry
Категория:Хералдика	Heraldry
Херат	Herat
Хърбърт Хувър	Herbert Hoover
Херкулес (съзвездие)	Hercules (constellation)
Ерес	Heresy
Херман Мелвил	Herman Melville
Херман Хесе	Hermann Hesse
Херман фон Хелмхолц	Hermann von Helmholtz
Херменевтика	Hermeneutics
Хермес	Hermes
Герой	Hero
Херон	Hero of Alexandria
Херодот	Herodotus
Хероин	Heroin
Чаплови	Heron
Сребриста чайка	Herring Gull
Хартфордшър	Hertfordshire
Херц (единица)	Hertz
Хезиод	Hesiod
Хеспериди	Hesperides
Хесен	Hesse
Категория:Хесен	Hesse
Хестия	Hestia
Шестнадесетична бройна система	Hexadecimal
Шестоъгълник	Hexagon
Хизбула	Hezbollah
Хибернация	Hibernation
Йеронимус Бош	Hieronymus Bosch
Хималаи	Himalayas
Хиндукуш	Hindu Kush
Индуизъм	Hinduism
Категория:Индуизъм	Hinduism
Хипи	Hippie
Хипократ	Hippocrates
Хипократова клетва	Hippocratic Oath
Хипопотам	Hippopotamus
Хирохито	Hirohito
Хирошима	Hiroshima
Хистология	Histology
Категория:Хистология	Histology
История	History
Категория:История	History
Портал:История	History
Хо Ши Мин	Ho Chi Minh
Хошимин	Ho Chi Minh City
Хобарт	Hobart
Хобит	Hobbit
Хокусай	Hokusai
Празник	Holiday
Холивуд	Hollywood
Холография	Holography
Свещен Граал	Holy Grail
Свещена Римска империя	Holy Roman Empire
Категория:Свещена Римска империя	Holy Roman Empire
Свети Дух	Holy Spirit
Хомеопатия	Homeopathy
Хомеостаза	Homeostasis
Омир	Homer
Човекоподобни	Hominidae
Човек (род)	Homo (genus)
Изправен човек	Homo erectus
Хомо хабилис	Homo habilis
Омоним	Homonym
Хомофобия	Homophobia
Хомосексуалност	Homosexuality
Хондурас	Honduras
Категория:Хондурас	Honduras
Пчелен мед	Honey
Осояд	Honey Buzzard
Хонконг	Hong Kong
Категория:Хонконг	Hong Kong
Хониара	Honiara
Хонолулу	Honolulu
Наргиле	Hookah
Папуняк	Hoopoe
Хораций	Horace
Хорацио Нелсън	Horatio Nelson
Хоризонт	Horizon
Хормон	Hormone
Рог	Horn (anatomy)
Валдхорна	Horn (instrument)
Африкански рог	Horn of Africa
Кон	Horse
Конен спорт	Horse racing
Конска сила	Horsepower
Хор (бог)	Horus
Хосни Мубарак	Hosni Mubarak
Болница	Hospital
Хотел	Hotel
Час	Hour
Пясъчен часовник	Hourglass
Къща	House
Д-р Хаус	House (TV series)
Домашна мишка	House Mouse
Домашно врабче	House Sparrow
Хюстън	Houston
Съд на въздушна възглавница	Hovercraft
Хауърд Картър	Howard Carter (archaeologist)
Закон на Хъбъл	Hubble's law
Хъдсън (река)	Hudson River
Хуго Капет	Hugh Capet
Хугеноти	Huguenot
Хуманизъм	Humanism
Категория:Хуманитарни науки	Humanities
Колибриподобни	Hummingbird
Категория:Хумор	Humor
Хумор	Humour
Хъмфри Богарт	Humphrey Bogart
Хумус	Humus
Хунан	Hunan
Стогодишна война	Hundred Years' War
Унгария	Hungary
Категория:Унгария	Hungary
Глад	Hunger
Лов	Hunting
Хуту	Hutu
Хибрид (биология)	Hybrid
Хайдерабад	Hyderabad
Хидра (съзвездие)	Hydra (constellation)
Въглеводород	Hydrocarbon
Солна киселина	Hydrochloric acid
Водород	Hydrogen
Водороден пероксид	Hydrogen peroxide
Хидрология	Hydrology
Категория:Хидрология	Hydrology
Хидролиза	Hydrolysis
Хидросфера	Hydrosphere
Водна змия (съзвездие)	Hydrus
Категория:Хигиена	Hygiene
Химен	Hymen
Категория:Ципокрили	Hymenoptera
Хипербола	Hyperbola
Хипербола (литература)	Hyperbole
Хиперион (спътник)	Hyperion (moon)
Хиперион (митология)	Hyperion (mythology)
Артериална хипертония	Hypertension
HTTP	Hypertext Transfer Protocol
Хипнос	Hypnos
Хипоталамус	Hypothalamus
Хипотеза	Hypothesis
IPod	IPod
Япет (спътник)	Iapetus (moon)
Япет (митология)	Iapetus (mythology)
Пиренейски полуостров	Iberian Peninsula
Ибупрофен	Ibuprofen
Лед	Ice
Ледникова епоха	Ice age
Сладолед	Ice cream
Хокей на лед	Ice hockey
Категория:Хокей на лед	Ice hockey
Айсберг	Iceberg
Исландия	Iceland
Категория:Исландия	Iceland
Икона	Icon
Иконоборство	Iconoclasm
Айдахо	Idaho
Категория:Айдахо	Idaho
Идеален газ	Ideal gas
Идеализъм	Idealism
Неутрален елемент	Identity element
Идеология	Ideology
Идо	Ido
Игнатий Лойола	Ignatius of Loyola
Игор Стравински	Igor Stravinsky
Игуасу (водопад)	Iguazu Falls
Илиада	Iliad
Илинойс	Illinois
Категория:Илинойс	Illinois
Скенер	Image scanner
Имам	Imam
Имануел Кант	Immanuel Kant
Имунна система	Immune system
Имунология	Immunology
Категория:Имунология	Immunology
Империализъм	Imperialism
Импресионизъм	Impressionism
Инч	Inch
Инчхън	Incheon
Индия	India
Категория:Индия	India
Индийски океан	Indian Ocean
Индиана	Indiana
Категория:Индиана	Indiana
Индианаполис	Indianapolis
Индира Ганди	Indira Gandhi
Индонезия	Indonesia
Категория:Индонезия	Indonesia
Индра	Indra
Логическа индукция	Inductive reasoning
Индулгенция	Indulgence
Инд	Indus River
Индустриална революция	Industrial Revolution
Промишленост	Industry
Категория:Промишленост	Industry
Инертност	Inertia
Пехота	Infantry
Безкрайност	Infinity
Възпаление	Inflammation
Инфлация	Inflation
Грип	Influenza
Информация	Information
Инфрачервено излъчване	Infrared
Инфраструктура	Infrastructure
Ингмар Бергман	Ingmar Bergman
Ингрид Бергман	Ingrid Bergman
Вътрешна Монголия	Inner Mongolia
Иновация	Innovation
Инсбрук	Innsbruck
Неорганична химия	Inorganic chemistry
Насекоми	Insect
Насекомоядни	Insectivora
Институция	Institution
Инсулин	Insulin
Застраховане	Insurance
Цяло число	Integer
Интегрална схема	Integrated circuit
Интелект	Intelligence
Междуконтинентална балистична ракета	Intercontinental ballistic missile
Лихва	Interest
Междуметие	Interjection
Международна агенция за атомна енергия	International Atomic Energy Agency
Международна организация за гражданска авиация	International Civil Aviation Organization
Международен съд	International Court of Justice
Международна организация на труда	International Labour Organization
Международен валутен фонд	International Monetary Fund
Международна система единици	International System of Units
Категория:Международно право	International law
Интернет	Internet
Категория:Интернет	Internet
Internet Explorer	Internet Explorer
Концентрационен лагер	Internment
Конюнкция	Intersection (set theory)
Музикален интервал	Interval (music)
Интранет	Intranet
Изобретение	Invention
Безгръбначни	Invertebrate
Йо (спътник)	Io (moon)
Йо (митология)	Io (mythology)
Йод	Iodine
Йон	Ion
Йонийско море	Ionian Sea
Йонна химична връзка	Ionic bond
Йоносфера	Ionosphere
Йота	Iota
Айова	Iowa
Категория:Айова	Iowa
Иран	Iran
Категория:Иран	Iran
Ирано-иракска война	Iran-Iraq War
Ирак	Iraq
Категория:Ирак	Iraq
Ирландия (остров)	Ireland
Категория:Ирландия	Ireland
Ириней Лионски	Irenaeus
Ирида	Iris (mythology)
Ирландска републиканска армия	Irish Republican Army
Ирландско море	Irish Sea
Категория:Ирландци	Irish people
