French	English
Fedor Dostoïevski	Fyodor Dostoevsky
G (lettre)	G
GIMP	GIMP
GNOME	GNOME
GNU	GNU
Gabon	Gabon
Catégorie:Gabon	Gabon
Gaborone	Gaborone
Gabriel (archange)	Gabriel
Gabriel Lippmann	Gabriel Lippmann
Gadolinium	Gadolinium
Gaetano Donizetti	Gaetano Donizetti
Gaïa	Gaia (mythology)
Galatie	Galatia
Galaxie	Galaxy
Claude Galien	Galen
Galène	Galena
Galicie	Galicia (Central Europe)
Galice	Galicia (Spain)
Galilée (région)	Galilee
Galileo (sonde spatiale)	Galileo (spacecraft)
Galileo Galilei	Galileo Galilei
Vésicule biliaire	Gallbladder
Galère (navire)	Galley
Galliformes	Galliformes
Catégorie:Galliformes	Galliformes
Gallium	Gallium
Gallon	Gallon
Galway	Galway
Gamal Abdel Nasser	Gamal Abdel Nasser
Jeu de hasard	Gambling
Jeu	Game
Théorie des jeux	Game theory
Gamma	Gamma
Rayon gamma	Gamma ray
Ganesh	Ganesha
Gange	Ganges
Gandja	Ganja
Gansu	Gansu
Ganymède	Ganymede
Ganymède (lune)	Ganymede (moon)
Gap	Gap
Jardin	Garden
Éden	Garden of Eden
Jardinage	Gardening
Garfield	Garfield
Gargouille	Gargoyle
Ail cultivé	Garlic
Grenat	Garnet
Garonne	Garonne
Gaz	Gas
Constante universelle des gaz parfaits	Gas constant
Géante gazeuse	Gas giant
Essence (hydrocarbure)	Gasoline
Système digestif humain	Gastrointestinal tract
Gastropoda	Gastropoda
Gaule	Gaul
Gautama Bouddha	Gautama Buddha
Gay (homosexualité)	Gay
Gaza	Gaza
Bande de Gaza	Gaza Strip
Engrenage	Gear
Geb	Geb
Geisha	Geisha
Gémeaux	Gemini (constellation)
Gemme	Gemstone
Gène	Gene
Généalogie	Genealogy
Catégorie:Généalogie	Genealogy
Accord général sur les tarifs douaniers et le commerce	General Agreement on Tariffs and Trade
Général	General Officer
Relativité générale	General relativity
Genèse	Genesis
Code génétique	Genetic code
Génie génétique	Genetic engineering
Génétique	Genetics
Catégorie:Génétique	Genetics
Genève	Geneva
Jinn	Genie
Génitif	Genitive case
Gênes	Genoa
Génocide	Genocide
Catégorie:Génocide	Genocide
Génome	Genome
Génotype	Genotype
Genre (biologie)	Genus
Géochimie	Geochemistry
Géodésie	Geodesy
Catégorie:Géodésie	Geodesy
Geoffrey Chaucer	Geoffrey Chaucer
Géographie	Geography
Catégorie:Géographie	Geography
Portail:Géographie	Geography
Catégorie:Géologie	Geology
Géologie	Geology
Série géométrique	Geometric progression
Géométrie	Geometry
Catégorie:Géométrie	Geometry
Géomorphologie	Geomorphology
Catégorie:Géomorphologie	Geomorphology
Géophysique	Geophysics
Catégorie:Géophysique	Geophysics
Géopolitique	Geopolitics
Georg Philipp Telemann	Georg Philipp Telemann
Georg Wilhelm Friedrich Hegel	Georg Wilhelm Friedrich Hegel
George Berkeley	George Berkeley
George Bernard Shaw	George Bernard Shaw
George Boole	George Boole
George Bush	George Bush
Georg Friedrich Haendel	George Frideric Handel
George Gershwin	George Gershwin
George Harrison	George Harrison
George Lucas	George Lucas
George Marshall (1880-1959)	George Marshall
George Orwell	George Orwell
George Paget Thomson	George Paget Thomson
George Sand	George Sand
George Stephenson	George Stephenson
George W. Bush	George W. Bush
George Washington	George Washington
Georges Bizet	Georges Bizet
Georges Braque	Georges Braque
Georges Clemenceau	Georges Clemenceau
Georges Simenon	Georges Simenon
Georgetown (Guyana)	Georgetown
Géorgie (État)	Georgia (U.S. state)
Catégorie:Géorgie (État)	Georgia (U.S. state)
Géorgie (pays)	Georgia (country)
Catégorie:Géorgie	Georgia (country)
Gerald Ford	Gerald Ford
Gerard Kuiper	Gerard Kuiper
Berger allemand	German Shepherd Dog
Allemand	German language
Catégorie:Langue allemande	German language
Deutsche Mark	German mark
Germanium	Germanium
Allemagne	Germany
Catégorie:Allemagne	Germany
Geronimo	Geronimo
Gestapo	Gestapo
Geyser	Geyser
Ghana	Ghana
Catégorie:Ghana	Ghana
Gand	Ghent
Ghetto	Ghetto
Fantôme	Ghost
Giacomo Puccini	Giacomo Puccini
Panda géant	Giant Panda
Gibbon	Gibbon
Gibraltar	Gibraltar
Catégorie:Gibraltar	Gibraltar
Gilgamesh	Gilgamesh
Gingembre	Ginger
Ginkgo biloba	Ginkgo
Giordano Bruno	Giordano Bruno
Giorgio Vasari	Giorgio Vasari
Giorgio De Chirico	Giorgio de Chirico
Giotto di Bondone	Giotto di Bondone
Boccace	Giovanni Boccaccio
Girafe	Giraffe
Giraffidae	Giraffidae
Jérôme Savonarole	Girolamo Savonarola
Gironde (département)	Gironde
Giuseppe Garibaldi	Giuseppe Garibaldi
Giuseppe Verdi	Giuseppe Verdi
Gizeh	Giza
Glacier	Glacier
Gladiateur	Gladiator
Glande	Gland
Glasgow	Glasgow
Glasnost	Glasnost
Verre	Glass
Lunettes de vue	Glasses
Planeur	Glider
Global Positioning System	Global Positioning System
Réchauffement climatique	Global warming
Mondialisation	Globalization
Artichaut	Globe artichoke
Gloucestershire	Gloucestershire
Glucagon	Glucagon
Glucose	Glucose
Gluon	Gluon
Acide glutamique	Glutamic acid
Glycérol	Glycerol
Glycine (acide aminé)	Glycine
Glycogène	Glycogen
Glycolyse	Glycolysis
Gnathostomata (Vertebrata)	Gnathostomata
Gneiss	Gneiss
Gnosticisme	Gnosticism
Jeu de go	Go (board game)
Goa	Goa
Gardien de but	Goalkeeper
Chèvre	Goat
Désert de Gobi	Gobi Desert
Dieu	God
Golan	Golan Heights
Or	Gold
Golda Meir	Golda Meir
Aigle royal	Golden Eagle
Golden Gate Bridge	Golden Gate Bridge
Horde d'Or	Golden Horde
Golden Retriever	Golden Retriever
Golf	Golf
Catégorie:Golf	Golf
Appareil de Golgi	Golgi apparatus
Gomel	Gomel
Vendredi saint	Good Friday
Google	Google
Catégorie:Google	Google
Gogol (nombre)	Googol
Gorgone	Gorgon
Gorille	Gorilla
Autour des palombes	Goshawk
Évangile	Gospel
Évangile selon Luc	Gospel of Luke
Göteborg	Gothenburg
Gothique	Gothic
Architecture gothique	Gothic architecture
Gotthold Ephraim Lessing	Gotthold Ephraim Lessing
Gottlieb Daimler	Gottlieb Daimler
Goutte (maladie)	Gout
Gouvernement	Government
Grace Kelly	Grace Kelly
Gradient	Gradient
Graffiti	Graffiti
Graham Greene	Graham Greene
Gramme	Gram
Grammaire	Grammar
Catégorie:Grammaire	Grammar
Genre grammatical	Grammatical gender
Grenade (Espagne)	Granada
Grand Chelem de tennis	Grand Slam (tennis)
Grand maître international	Grandmaster (chess)
Granite	Granite
Raisin	Grape
Citrus ×paradisi	Grapefruit
Graphisme	Graphic design
Environnement graphique	Graphical user interface
Graphite	Graphite
Gravitation	Gravitation
Constante gravitationnelle	Gravitational constant
Graviton	Graviton
Gray (unité)	Gray (unit)
Loup	Gray Wolf
Graz	Graz
Grande barrière de corail	Great Barrier Reef
Grande-Bretagne	Great Britain
Grèbe huppé	Great Crested Grebe
Grande Dépression	Great Depression
Grands Lacs (Amérique du Nord)	Great Lakes
Vallée du grand rift	Great Rift Valley
Grande Muraille	Great Wall of China
Grand requin blanc	Great white shark
Grandes Antilles	Greater Antilles
Grand Londres	Greater London
Plus grand commun diviseur	Greatest common divisor
Podicipedidae	Grebe
Grèce	Greece
Catégorie:Grèce	Greece
Alphabet grec	Greek alphabet
Catégorie:Alphabet grec	Greek alphabet
Feu grégeois	Greek fire
Mythologie grecque	Greek mythology
Catégorie:Mythologie grecque	Greek mythology
Vert	Green
Serre	Greenhouse
Effet de serre	Greenhouse effect
Gaz à effet de serre	Greenhouse gas
Groenland	Greenland
Catégorie:Groenland	Greenland
Mer du Groenland	Greenland Sea
Greenpeace	Greenpeace
Greenwich (Angleterre)	Greenwich
Temps moyen de Greenwich	Greenwich Mean Time
Gregor Mendel	Gregor Mendel
Calendrier grégorien	Gregorian calendar
Catégorie:Grenade	Grenada
Grenoble	Grenoble
Greta Garbo	Greta Garbo
Gris	Grey
Oie cendrée	Greylag Goose
Griffon (mythologie)	Griffin
Vautour fauve	Griffon Vulture
Produit intérieur brut	Gross domestic product
Groupe	Group
Groupe (mathématiques)	Group (mathematics)
Groupe du tableau périodique	Group (periodic table)
Grover Cleveland	Grover Cleveland
Grozny	Grozny
Gruiformes	Gruiformes
Grue (constellation)	Grus (constellation)
Guadalajara, Jalisco	Guadalajara
Guadeloupe	Guadeloupe
Guam	Guam
Guangdong	Guangdong
Canton (Chine)	Guangzhou
Guanine	Guanine
Guano	Guano
Catégorie:Guatemala	Guatemala
Guatemala (ville)	Guatemala City
Guayaquil	Guayaquil
Guernesey	Guernsey
Guglielmo Marconi	Guglielmo Marconi
Corporation (Ancien Régime)	Guild
Guillaume Apollinaire	Guillaume Apollinaire
Guillotine	Guillotine
Guinée	Guinea
Catégorie:Guinée	Guinea
Cavia porcellus	Guinea pig
Guinée-Bissau	Guinea-Bissau
Catégorie:Guinée-Bissau	Guinea-Bissau
Guitare	Guitar
Gujarat	Gujarat
Goulag	Gulag
Gulf Stream	Gulf Stream
Guerre du Golfe (1990-1991)	Gulf War
Golfe d'Aden	Gulf of Aden
Golfe d'Aqaba	Gulf of Aqaba
Golfe de Botnie	Gulf of Bothnia
Golfe de Finlande	Gulf of Finland
Golfe de Guinée	Gulf of Guinea
Golfe du Mexique	Gulf of Mexico
Golfe d'Oman	Gulf of Oman
Golfe de Rīga	Gulf of Riga
Golfe de Thaïlande	Gulf of Thailand
Goéland	Gull
Poudre à canon	Gunpowder
Conspiration des poudres	Gunpowder Plot
Guppy	Guppy
Gustav Klimt	Gustav Klimt
Gustav Ludwig Hertz	Gustav Ludwig Hertz
Gustav Mahler	Gustav Mahler
Gustave Courbet	Gustave Courbet
Gustave Flaubert	Gustave Flaubert
Guy Fawkes	Guy Fawkes
Guy de Maupassant	Guy de Maupassant
Catégorie:Guyana	Guyana
Gymnastique	Gymnastics
Gymnospermes	Gymnosperm
Gynécologie	Gynaecology
Gypse	Gypsum
Gyroscope	Gyroscope
H (lettre)	H
Herbert George Wells	H. G. Wells
Virus de l'immunodéficience humaine	HIV
Hypertext Markup Language	HTML
Habitat (écologie)	Habitat
Hadéen	Hadean
Hadès	Hades
Hadith	Hadith
Hadrien	Hadrian
Mur d'Hadrien	Hadrian's Wall
Hadron	Hadron
Hémophilie	Haemophilia
Hafnium	Hafnium
Sainte-Sophie (Constantinople)	Hagia Sophia
Haïfa	Haifa
Haïku	Haiku
Grêle	Hail
Je vous salue Marie	Hail Mary
Pilosité humaine	Hair
Haïti	Haiti
Catégorie:Haïti	Haiti
Hajj	Hajj
Halal	Halal
Hallebarde	Halberd
Demi-vie	Half-life
Halle (Saxe-Anhalt)	Halle
Halloween	Halloween
Hallucination	Hallucination
Halogène	Halogen
Hamas	Hamas
Hambourg	Hamburg
Catégorie:Hambourg	Hamburg
Hamburger	Hamburger
Hamlet	Hamlet
Marteau (outil)	Hammer
La faucille et le marteau	Hammer and sickle
Hammurabi	Hammurabi
Hampshire (comté)	Hampshire
Hamster	Hamster
Dynastie Han	Han Dynasty
Main	Hand
Grenade (arme)	Hand grenade
Pistolet	Handgun
Pendaison	Hanging
Jardins suspendus de Babylone	Hanging Gardens of Babylon
Hannah Arendt	Hannah Arendt
Hannibal Barca	Hannibal
Hanoï	Hanoi
Hanovre	Hanover
Hans Bethe	Hans Bethe
Hans Christian Andersen	Hans Christian Andersen
Hanse	Hanseatic League
Hanoucca	Hanukkah
Hanoumân	Hanuman
Bonheur	Happiness
Harare	Harare
Dureté (matériau)	Hardness
Harem	Harem
Harlem	Harlem
Harmonica	Harmonica
Harmonie	Harmony
Harold Pinter	Harold Pinter
Harpe	Harp
Clavecin	Harpsichord
Harpies	Harpy
Harriet Beecher Stowe	Harriet Beecher Stowe
Harriet Tubman	Harriet Tubman
Harrisburg	Harrisburg
Harry Houdini	Harry Houdini
Hartford (Connecticut)	Hartford
Hassium	Hassium
Haine	Hatred
Haute-Normandie	Haute-Normandie
La Havane	Havana
Hawaii	Hawaii
Catégorie:Hawaii	Hawaii
Noisetier	Hazel
Tête (anatomie)	Head
Chef d'État	Head of state
Santé	Health
Catégorie:Santé	Health
Cœur	Heart
Transfert thermique	Heat
Moteur#Moteur thermique	Heat engine
Paradis	Heaven
Catégorie:Metal	Heavy metal
Heavy metal (musique)	Heavy metal music
Eau lourde	Heavy water
Hébé (mythologie)	Hebe (mythology)
Hebei	Hebei
Alphabet hébreu	Hebrew alphabet
Calendrier hébreu	Hebrew calendar
Hébrides	Hebrides
Hécate	Hecate
Hectare	Hectare
Hector	Hector
Hector Berlioz	Hector Berlioz
Hérisson	Hedgehog
Hédonisme	Hedonism
Heimdall	Heimdall
Heinrich Rudolf Hertz	Heinrich Hertz
Heinrich Himmler	Heinrich Himmler
Heinrich Schliemann	Heinrich Schliemann
Hel (déesse)	Hel (being)
Hélène (mythologie)	Helen
Helen Keller	Helen Keller
Helena (Montana)	Helena
Hélicoptère	Helicopter
Hélios	Helios
Hélium	Helium
Enfer	Hell
Helmut Schmidt	Helmut Schmidt
Helsinki	Helsinki
Hématite	Hematite
Hématologie	Hematology
Catégorie:Hématologie	Hematology
Hémoglobine	Hemoglobin
Hémorroïde	Hemorrhoid
Henri Becquerel	Henri Becquerel
Henri Bergson	Henri Bergson
Henri Matisse	Henri Matisse
Henrik Ibsen	Henrik Ibsen
Henry (unité)	Henry (unit)
Henry Cavendish	Henry Cavendish
Henry David Thoreau	Henry David Thoreau
Henry Fonda	Henry Fonda
Henry Ford	Henry Ford
Henry James	Henry James
Henry Kissinger	Henry Kissinger
Henry Miller	Henry Miller
Henry Moore	Henry Moore
Henry Purcell	Henry Purcell
Hépatite	Hepatitis
Héphaïstos	Hephaestus
Héra	Hera
Héraclès	Heracles
Héraclite d'Éphèse	Heraclitus
Héraldique	Heraldry
Catégorie:Héraldique	Heraldry
Hérat	Herat
Herbert Hoover	Herbert Hoover
Herbert Marcuse	Herbert Marcuse
Herbert Spencer	Herbert Spencer
Héraclès	Hercules
Hercule (constellation)	Hercules (constellation)
Hérésie	Heresy
Herman Melville	Herman Melville
Hermann Hesse	Hermann Hesse
Hermann Minkowski	Hermann Minkowski
Hermann Ludwig von Helmholtz	Hermann von Helmholtz
Hermaphrodisme'	Hermaphrodite
Herméneutique	Hermeneutics
Hermès	Hermes
Héros	Hero
Héron d'Alexandrie	Hero of Alexandria
Hérode Ier le Grand	Herod the Great
Hérodote	Herodotus
Héroïne	Heroin
Ardeidae	Heron
Goéland argenté	Herring Gull
Hertfordshire	Hertfordshire
Hertz	Hertz
Hésiode	Hesiod
Hespérides	Hesperides
Hesse (Land)	Hesse
Catégorie:Hesse	Hesse
Hestia	Hestia
Hétérosexualité	Heterosexuality
Hétérotrophie	Heterotroph
Système hexadécimal	Hexadecimal
Hexagone	Hexagon
Hezbollah	Hezbollah
Hibernation	Hibernation
Hideki Yukawa	Hideki Yukawa
Jérôme Bosch	Hieronymus Bosch
Espace de Hilbert	Hilbert space
Himalaya	Himalayas
Hindou Kouch	Hindu Kush
Hindouisme	Hinduism
Catégorie:Hindouisme	Hinduism
Hipparque (astronome)	Hipparchus
Hippie	Hippie
Hippocrate	Hippocrates
Serment d'Hippocrate	Hippocratic Oath
Hippopotamus amphibius	Hippopotamus
Hirohito	Hirohito
Hiroshima	Hiroshima
Hispaniola	Hispaniola
Histidine	Histidine
Histologie	Histology
Catégorie:Histologie	Histology
Histone	Histone
Historiographie	Historiography
Histoire	History
Catégorie:Histoire	History
Portail:Cliopédia	History
Hô Chi Minh	Ho Chi Minh
Hô-Chi-Minh-Ville	Ho Chi Minh City
Hobart	Hobart
Hobbit	Hobbit
Katsushika Hokusai	Hokusai
Fête	Holiday
Hollywood	Hollywood
Holmium	Holmium
Holocène	Holocene
Holographie	Holography
Graal	Holy Grail
Saint-Empire romain germanique	Holy Roman Empire
Catégorie:Saint Empire romain germanique	Holy Roman Empire
Saint-Esprit	Holy Spirit
Homéopathie	Homeopathy
Homéostasie	Homeostasis
Homère	Homer
Hominidae	Hominidae
Homo	Homo (genus)
Homo erectus	Homo erectus
Homo habilis	Homo habilis
Homonymie	Homonym
Homophobie	Homophobia
Homosexualité	Homosexuality
Honduras	Honduras
Catégorie:Honduras	Honduras
Miel	Honey
Bondrée apivore	Honey Buzzard
Hong Kong	Hong Kong
Catégorie:Hong Kong	Hong Kong
Honiara	Honiara
Honolulu	Honolulu
Narguilé	Hookah
Loi de Hooke	Hooke's law
Huppe fasciée	Hoopoe
Horace	Horace
Horatio Nelson	Horatio Nelson
Hormone	Hormone
Corne (biologie)	Horn (anatomy)
Cor d'harmonie	Horn (instrument)
Corne de l'Afrique	Horn of Africa
Horoscope	Horoscope
Cheval	Horse
Sport hippique	Horse racing
Cheval-vapeur	Horsepower
Horus	Horus
Mohammed Hosni Moubarak	Hosni Mubarak
Hôpital	Hospital
Hôtel	Hotel
Heure (temps)	Hour
Sablier	Hourglass
Maison	House
Dr House	House (TV series)
Mus musculus	House Mouse
Moineau domestique	House Sparrow
Houston	Houston
Aéroglisseur	Hovercraft
Howard Carter	Howard Carter (archaeologist)
Loi de Hubble	Hubble's law
Baie d'Hudson	Hudson Bay
Hudson (fleuve)	Hudson River
Hugues Capet	Hugh Capet
Hugo Grotius	Hugo Grotius
Huguenot	Huguenot
Homo sapiens	Human
Humanisme	Humanism
Catégorie:Sciences humaines et sociales	Humanities
Humérus	Humerus
Hygrométrie	Humidity
Trochilidae	Hummingbird
Catégorie:Humour	Humor
Humour	Humour
Baleine à bosse	Humpback Whale
Humphrey Bogart	Humphrey Bogart
Humus	Humus
Hunan	Hunan
Guerre de Cent Ans	Hundred Years' War
Hongrie	Hungary
Catégorie:Hongrie	Hungary
Faim	Hunger
Chasse	Hunting
Hutu	Hutu
Hybride	Hybrid
Hyderâbâd (Andhra Pradesh)	Hyderabad
Hydre (constellation)	Hydra (constellation)
Hydrocarbure	Hydrocarbon
Acide chlorhydrique	Hydrochloric acid
Énergie hydroélectrique	Hydroelectricity
Hydrogène	Hydrogen
Liaison hydrogène	Hydrogen bond
Cyanure d'hydrogène	Hydrogen cyanide
Peroxyde d'hydrogène	Hydrogen peroxide
Hydrologie	Hydrology
Catégorie:Hydrologie	Hydrology
Hydrolyse	Hydrolysis
Hydrosphère	Hydrosphere
Hydre mâle	Hydrus
Hyaenidae	Hyena
Catégorie:Hygiène	Hygiene
Hymen (biologie)	Hymen
Catégorie:Hyménoptère	Hymenoptera
Hymenoptera	Hymenoptera
Hymne	Hymn
Hyperbole (mathématiques)	Hyperbola
Hyperbole (rhétorique)	Hyperbole
Hypérion (lune)	Hyperion (moon)
Hypérion (mythologie)	Hyperion (mythology)
Hypertension artérielle	Hypertension
Hypertexte	Hypertext
Hypertext Transfer Protocol	Hypertext Transfer Protocol
Hypnos	Hypnos
Hypnose	Hypnosis
Hypothalamus	Hypothalamus
Hypothèse	Hypothesis
I (lettre)	I
Ieoh Ming Pei	I. M. Pei
IPod	IPod
Ian Fleming	Ian Fleming
Japet (lune)	Iapetus (moon)
Japet (mythologie)	Iapetus (mythology)
Péninsule Ibérique	Iberian Peninsula
Ibuprofène	Ibuprofen
Glace	Ice
Glaciation	Ice age
Crème glacée	Ice cream
Hockey sur glace	Ice hockey
Catégorie:Hockey sur glace	Ice hockey
Iceberg	Iceberg
Islande	Iceland
Catégorie:Islande	Iceland
Ichtyologie	Ichthyology
Icône (religion)	Icon
Iconoclasme	Iconoclasm
Idaho	Idaho
Catégorie:Idaho	Idaho
Gaz parfait	Ideal gas
Idéalisme (philosophie)	Idealism
Élément neutre	Identity element
Matrice identité	Identity matrix
Idéologie	Ideology
Ido	Ido
Igloo	Igloo
Ignace de Loyola	Ignatius of Loyola
Roche magmatique	Igneous rock
Igor Stravinski	Igor Stravinsky
Chutes d'Iguaçu	Iguazu Falls
Iliade	Iliad
Illinois	Illinois
Catégorie:Illinois	Illinois
Illyrie	Illyria
Numériseur de document	Image scanner
Imam	Imam
Emmanuel Kant	Immanuel Kant
Système immunitaire	Immune system
Immunologie	Immunology
Catégorie:Immunologie	Immunology
Impérialisme	Imperialism
Impressionnisme	Impressionism
Inceste	Incest
Pouce (unité)	Inch
Incheon	Incheon
Plan incliné	Inclined plane
Indépendance	Independence
Inde	India
Catégorie:Inde	India
Océan Indien	Indian Ocean
Catégorie:Océan Indien	Indian Ocean
Indiana	Indiana
Catégorie:Indiana	Indiana
Indianapolis	Indianapolis
Indira Gandhi	Indira Gandhi
Indium	Indium
Indochine	Indochina
Indonésie	Indonesia
Catégorie:Indonésie	Indonesia
Indra	Indra
Inductance	Inductance
Induction (logique)	Inductive reasoning
Bobine (électricité)	Inductor
Indulgence (catholicisme)	Indulgence
Indien (constellation)	Indus (constellation)
Indus	Indus River
Révolution industrielle	Industrial Revolution
Industrie	Industry
Catégorie:Industrie	Industry
Inégalité (mathématiques)	Inequality
Inertie	Inertia
Infanterie	Infantry
Maladie infectieuse	Infectious disease
Infinitif	Infinitive
Infini	Infinity
Inflammation	Inflammation
Inflation	Inflation
Grippe	Influenza
Information	Information
Technologies de l'information et de la communication	Information technology
Théorie de l'information	Information theory
Infrarouge	Infrared
Infrastructure	Infrastructure
Ingmar Bergman	Ingmar Bergman
Ingrid Bergman	Ingrid Bergman
Mongolie-Intérieure	Inner Mongolia
Innovation	Innovation
Innsbruck	Innsbruck
Chimie inorganique	Inorganic chemistry
Catégorie:Chimie inorganique	Inorganic chemistry
Inquisition	Inquisition
Insecte	Insect
Insecticide	Insecticide
