English	Bulgarian
Gruiformes	Жеравоподобни
Grus (constellation)	Жерав (съзвездие)
Guadalajara	Гуадалахара
Guadeloupe	Гваделупа
Guam	Гуам
Guangdong	Гуандун
Guangzhou	Гуанджоу
Guano	Гуано
Guatemala	Категория:Гватемала
Guatemala City	Гватемала (град)
Guernsey	Гърнси
Guglielmo Marconi	Гулиелмо Маркони
Guild	Еснаф
Guillaume Apollinaire	Гийом Аполинер
Guillotine	Гилотина
Guinea	Гвинея
Guinea	Категория:Гвинея
Guinea-Bissau	Гвинея-Бисау
Guinea-Bissau	Категория:Гвинея-Бисау
Guitar	Китара
Gujarat	Гуджарат
Gulag	ГУЛАГ
Gulf Stream	Гълфстрийм
Gulf War	Война в Персийския залив (1990-1991)
Gulf of Finland	Фински залив
Gulf of Guinea	Гвинейски залив
Gulf of Mexico	Мексикански залив
Gulf of Oman	Омански залив
Gulf of Riga	Рижки залив
Gunpowder	Барут
Gustav Klimt	Густав Климт
Gustav Ludwig Hertz	Густав Лудвиг Херц
Gustav Mahler	Густав Малер
Gustave Courbet	Гюстав Курбе
Gustave Flaubert	Гюстав Флобер
Guy Fawkes	Гай Фокс
Guy de Maupassant	Ги дьо Мопасан
Guyana	Категория:Гвиана
Gymnastics	Гимнастика
Gynaecology	Гинекология
Gypsum	Гипс
H. G. Wells	Хърбърт Уелс
HIV	ХИВ
HTML	HTML
Habitat	Местообитание
Hades	Хадес
Hadith	Хадис
Hadrian	Адриан (император)
Hadrian's Wall	Адрианов вал
Hadron	Адрон
Haemophilia	Хемофилия
Hagia Sophia	Света София (Константинопол)
Haifa	Хайфа
Haiku	Хайку
Hail	Градушка
Hair	Косъм
Haiti	Хаити
Haiti	Категория:Хаити
Half-life	Период на полуразпад
Halle	Хале (Германия)
Halloween	Хелоуин
Halogen	Халоген
Hamas	Хамас
Hamburg	Хамбург
Hamburg	Категория:Хамбург
Hamlet	Хамлет
Hammer	Чук
Hammer and sickle	Сърп и чук
Hammurabi	Хамурапи
Hampshire	Хампшър
Hand grenade	Граната
Handgun	Пистолет
Hanging Gardens of Babylon	Висящи градини на Вавилон
Hannah Arendt	Хана Аренд
Hannibal	Ханибал
Hanoi	Ханой
Hanover	Хановер
Hans Bethe	Ханс Бете
Hans Christian Andersen	Ханс Кристиан Андерсен
Hanseatic League	Ханза
Hanukkah	Ханука
Happiness	Щастие
Harare	Хараре
Harlem	Харлем (Ню Йорк)
Harmonica	Устна хармоника
Harold Pinter	Харолд Пинтър
Harp	Арфа
Harpsichord	Клавесин
Harpy	Харпия (митология)
Harriet Beecher Stowe	Хариет Бичър Стоу
Harrisburg	Харисбърг
Harry Houdini	Хари Худини
Hartford	Хартфорд (Кънектикът)
Havana	Хавана
Hawaii	Хаваи
Hawaii	Категория:Хаваи
Hazel	Леска
Head	Глава
Head of state	Държавен глава
Health	Здраве
Health	Категория:Здраве
Heart	Сърце
Heat	Топлина
Heat engine	Топлинен двигател
Heaven	Рай
Heavy metal	Категория:Метъл
Heavy metal music	Метъл
Heavy water	Тежка вода
Hebe (mythology)	Хеба
Hebei	Хъбей
Hecate	Хеката
Hectare	Хектар
Hector	Хектор
Hector Berlioz	Ектор Берлиоз
Heinrich Hertz	Хайнрих Херц
Heinrich Himmler	Хайнрих Химлер
Heinrich Schliemann	Хайнрих Шлиман
Helen	Хубавата Елена
Helen Keller	Хелън Келер
Helicopter	Хеликоптер
Helios	Хелиос
Helium	Хелий
Hell	Ад
Helmut Schmidt	Хелмут Шмит
Helsinki	Хелзинки
Hematology	Хематология
Hematology	Категория:Хематология
Hemoglobin	Хемоглобин
Hemorrhoid	Хемороиди
Henri Becquerel	Анри Бекерел
Henri Bergson	Анри Бергсон
Henri Matisse	Анри Матис
Henrik Ibsen	Хенрик Ибсен
Henry (unit)	Хенри (единица)
Henry David Thoreau	Хенри Дейвид Торо
Henry James	Хенри Джеймс
Henry Kissinger	Хенри Кисинджър
Henry Miller	Хенри Милър
Henry Purcell	Хенри Пърсел
Hepatitis	Хепатит
Hephaestus	Хефест
Hera	Хера
Heraclitus	Хераклит
Heraldry	Хералдика
Heraldry	Категория:Хералдика
Herat	Херат
Herbert Hoover	Хърбърт Хувър
Hercules (constellation)	Херкулес (съзвездие)
Heresy	Ерес
Herman Melville	Херман Мелвил
Hermann Hesse	Херман Хесе
Hermann von Helmholtz	Херман фон Хелмхолц
Hermeneutics	Херменевтика
Hermes	Хермес
Hero	Герой
Hero of Alexandria	Херон
Herodotus	Херодот
Heroin	Хероин
Heron	Чаплови
Herring Gull	Сребриста чайка
Hertfordshire	Хартфордшър
Hertz	Херц (единица)
Hesiod	Хезиод
Hesperides	Хеспериди
Hesse	Хесен
Hesse	Категория:Хесен
Hestia	Хестия
Hexadecimal	Шестнадесетична бройна система
Hexagon	Шестоъгълник
Hezbollah	Хизбула
Hibernation	Хибернация
Hieronymus Bosch	Йеронимус Бош
Himalayas	Хималаи
Hindu Kush	Хиндукуш
Hinduism	Индуизъм
Hinduism	Категория:Индуизъм
Hippie	Хипи
Hippocrates	Хипократ
Hippocratic Oath	Хипократова клетва
Hippopotamus	Хипопотам
Hirohito	Хирохито
Hiroshima	Хирошима
Histology	Хистология
Histology	Категория:Хистология
History	История
History	Категория:История
History	Портал:История
Ho Chi Minh	Хо Ши Мин
Ho Chi Minh City	Хошимин
Hobart	Хобарт
Hobbit	Хобит
Hokusai	Хокусай
Holiday	Празник
Hollywood	Холивуд
Holography	Холография
Holy Grail	Свещен Граал
Holy Roman Empire	Свещена Римска империя
Holy Roman Empire	Категория:Свещена Римска империя
Holy Spirit	Свети Дух
Homeopathy	Хомеопатия
Homeostasis	Хомеостаза
Homer	Омир
Hominidae	Човекоподобни
Homo (genus)	Човек (род)
Homo erectus	Изправен човек
Homo habilis	Хомо хабилис
Homonym	Омоним
Homophobia	Хомофобия
Homosexuality	Хомосексуалност
Honduras	Хондурас
Honduras	Категория:Хондурас
Honey	Пчелен мед
Honey Buzzard	Осояд
Hong Kong	Хонконг
Hong Kong	Категория:Хонконг
Honiara	Хониара
Honolulu	Хонолулу
Hookah	Наргиле
Hoopoe	Папуняк
Horace	Хораций
Horatio Nelson	Хорацио Нелсън
Horizon	Хоризонт
Hormone	Хормон
Horn (anatomy)	Рог
Horn (instrument)	Валдхорна
Horn of Africa	Африкански рог
Horse	Кон
Horse racing	Конен спорт
Horsepower	Конска сила
Horus	Хор (бог)
Hosni Mubarak	Хосни Мубарак
Hospital	Болница
Hotel	Хотел
Hour	Час
Hourglass	Пясъчен часовник
House	Къща
House (TV series)	Д-р Хаус
House Mouse	Домашна мишка
House Sparrow	Домашно врабче
Houston	Хюстън
Hovercraft	Съд на въздушна възглавница
Howard Carter (archaeologist)	Хауърд Картър
Hubble's law	Закон на Хъбъл
Hudson River	Хъдсън (река)
Hugh Capet	Хуго Капет
Huguenot	Хугеноти
Humanism	Хуманизъм
Humanities	Категория:Хуманитарни науки
Hummingbird	Колибриподобни
Humor	Категория:Хумор
Humour	Хумор
Humphrey Bogart	Хъмфри Богарт
Humus	Хумус
Hunan	Хунан
Hundred Years' War	Стогодишна война
Hungary	Унгария
Hungary	Категория:Унгария
Hunger	Глад
Hunting	Лов
Hutu	Хуту
Hybrid	Хибрид (биология)
Hyderabad	Хайдерабад
Hydra (constellation)	Хидра (съзвездие)
Hydrocarbon	Въглеводород
Hydrochloric acid	Солна киселина
Hydrogen	Водород
Hydrogen peroxide	Водороден пероксид
Hydrology	Хидрология
Hydrology	Категория:Хидрология
Hydrolysis	Хидролиза
Hydrosphere	Хидросфера
Hydrus	Водна змия (съзвездие)
Hygiene	Категория:Хигиена
Hymen	Химен
Hymenoptera	Категория:Ципокрили
Hyperbola	Хипербола
Hyperbole	Хипербола (литература)
Hyperion (moon)	Хиперион (спътник)
