English	Greek
Togo	Κατηγορία:Τόγκο
Tokyo	Τόκιο
Toledo	Τολέδο
Tomato	Τομάτα
Ton	Τόνος (μονάδα μέτρησης)
Tonga	Τόνγκα
Tonga	Κατηγορία:Τόνγκα
Tongue	Γλώσσα (ανατομία)
Toni Morrison	Τόνι Μόρρισον
Tonne	Τόνος (μονάδα μέτρησης)
Tony Blair	Τόνι Μπλερ
Tool	Εργαλείο
Tooth	Δόντι
Topology	Τοπολογία
Torah	Τορά
Tornado	Σίφωνας
Toronto	Τορόντο
Torpedo	Τορπίλη
Toulon	Τουλόν
Toulouse	Τουλούζη
Tour de France	Γύρος της Γαλλίας
Tourism	Τουρισμός
Tower of Babel	Πύργος της Βαβέλ
Town	Πόλη
Toxicology	Τοξικολογία
Tractor	Τρακτέρ
Tragedy	Τραγωδία
Train	Τραίνο
Trajan	Τραϊανός
Transistor	Τρανζίστορ
Transmission Control Protocol	Transmission Control Protocol
Transportation	Κατηγορία:Μεταφορές
Trapezoid	Τραπέζιο
Treaty of Versailles	Συνθήκη των Βερσαλλιών
Triangle	Τρίγωνο
Triangulum	Τρίγωνον
Triangulum Australe	Τρίγωνον Νότιον
Trier	Τριέρη
Trigonometric function	Τριγωνομετρική συνάρτηση
Trigonometry	Τριγωνομετρία
Trilobite	Τριλοβίτης
Trinidad	Τρινιντάντ (νησί)
Trinidad and Tobago	Τρινιντάντ και Τομπάγκο
Trinidad and Tobago	Κατηγορία:Τρινιντάντ και Τομπάγκο
Trinity	Αγία Τριάδα
Triton (mythology)	Τρίτων (μυθολογία)
Triumphal arch	Αψίδα θριάμβου
Trojan Horse	Δούρειος Ίππος
Trojan War	Τρωικός πόλεμος
Trojan horse (computing)	Δούρειος Ίππος (υπολογιστές)
Trolleybus	Τρόλεϊ
Trondheim	Τρόντχαϊμ
Tropic of Capricorn	Τροπικός του Αιγόκερω
Troposphere	Τροπόσφαιρα
Trotskyism	Τροτσκισμός
Troy	Τροία
Trumpet	Τρομπέτα
Tsar	Τσάρος
Tuareg	Τουαρέγκ
Tuba	Τούμπα
Tuberculosis	Φυματίωση
Tucana	Τουκάνα
Tuesday	Τρίτη
Tulip	Τουλίπα
Tundra	Τούνδρα
Tungsten	Βολφράμιο
Tunis	Τύνιδα
Tunisia	Τυνησία
Tunisia	Κατηγορία:Τυνησία
Turbine	Αεριοστρόβιλος
Turin	Τορίνο
Turing machine	Μηχανή Τούρινγκ
Turkey	Τουρκία
Turkey	Κατηγορία:Τουρκία
Turkmenistan	Τουρκμενιστάν
Turkmenistan	Κατηγορία:Τουρκμενιστάν
Tuscany	Τοσκάνη
Tuvalu	Τουβαλού
Tuvalu	Κατηγορία:Τουβαλού
Tycho Brahe	Τυχό Μπραχέ
Typewriter	Γραφομηχανή
Typhon	Τυφών (μυθολογία)
Tyrannosaurus	Τυραννόσαυρος Ρεξ
Tyre	Τύρος
Tyrrhenian Sea	Τυρρηνικό πέλαγος
U	U
UNESCO	ΟΥΝΕΣΚΟ
Uganda	Ουγκάντα
Uganda	Κατηγορία:Ουγκάντα
Ukraine	Ουκρανία
Ukraine	Κατηγορία:Ουκρανία
Ulan Bator	Ουλάν Μπατόρ
Ulysses S. Grant	Οδυσσεύς Γκραντ
Umbrella	Ομπρέλα
Uncertainty principle	Αρχή της απροσδιοριστίας
Unemployment	Ανεργία
Unicorn	Μονόκερως
Unidentified flying object	ΑΤΙΑ
Uniform Resource Locator	Uniform Resource Locator
Union (set theory)	Ένωση συνόλων
United Arab Emirates	Ηνωμένα Αραβικά Εμιράτα
United Arab Emirates	Κατηγορία:Ηνωμένα Αραβικά Εμιράτα
United Kingdom	Ηνωμένο Βασίλειο
United Kingdom	Κατηγορία:Ηνωμένο Βασίλειο
United Nations	Οργανισμός Ηνωμένων Εθνών
United Nations	Κατηγορία:Οργανισμός Ηνωμένων Εθνών
United States	Ηνωμένες Πολιτείες της Αμερικής
United States	Κατηγορία:Ηνωμένες Πολιτείες
United States Virgin Islands	Αμερικανικές Παρθένοι Νήσοι
United States dollar	Δολάριο ΗΠΑ
Universe	Σύμπαν
University	Πανεπιστήμιο
Unix	Unix
Ununbium	Ununbium
Ununpentium	Ununpentium
Ununtrium	Ununtrium
Uppsala	Ουψάλα
Upsilon	Ύψιλον
Ur	Ουρ
Ural Mountains	Ουράλια Όρη
Urania	Ουρανία
Uranium	Ουράνιο
Uranus	Ουρανός (πλανήτης)
Uranus (mythology)	Ουρανός (μυθολογία)
Ursa Major	Μεγάλη Άρκτος
Ursa Minor	Μικρά Άρκτος
Uruguay	Ουρουγουάη
Uruguay	Κατηγορία:Ουρουγουάη
Utah	Γιούτα
Utilitarianism	Ωφελιμισμός
Utopia	Ουτοπία
Utrecht (city)	Ουτρέχτη (πόλη)
Utrecht (province)	Ουτρέχτη (επαρχία)
Uzbekistan	Ουζμπεκιστάν
Uzbekistan	Κατηγορία:Ουζμπεκιστάν
V	V
Vacuum	Κενό
Vaduz	Βαντούζ
Vagina	Κόλπος (ανατομία)
Valencia	Βαλένθια
Valencia	Βαλένθια (αποσαφήνιση)
Valhalla	Βαλχάλλα
Valkyrie	Βαλκυρίες
Valletta	Βαλέτα
Vanadium	Βανάδιο
Vancouver	Βανκούβερ
Vandalism	Βανδαλισμός
Vanir	Βανίρ
Vanuatu	Βανουάτου
Vanuatu	Κατηγορία:Βανουάτου
Variance	Διακύμανση
Varna	Βάρνα (Βουλγαρία)
Vatican City	Βατικανό
Vatican City	Κατηγορία:Βατικανό
Vector (spatial)	Διάνυσμα
Vega	Βέγας
Vegetarianism	Χορτοφαγία
Vein	Φλέβα
Vela (constellation)	Ιστία
Venezuela	Βενεζουέλα
Venezuela	Κατηγορία:Βενεζουέλα
Venice	Βενετία
Venus	Αφροδίτη (πλανήτης)
Venus (mythology)	Βένους
Vertebrate	Σπονδυλωτό
Vesta (mythology)	Βέστα
Victor Hugo	Βίκτωρ Ουγκώ
Victoria	Βικτωρία Βρετανικής Κολομβίας
Victoria	Βικτωρία (αποσαφήνιση)
Video game	Ηλεκτρονικό παιχνίδι
Vienna	Βιέννη
Vienna	Κατηγορία:Βιέννη
Vietnam	Βιετνάμ
Vietnam	Κατηγορία:Βιετνάμ
Vietnam War	Πόλεμος του Βιετνάμ
Viking	Βίκινγκ
Vilnius	Βίλνιους
Vincent van Gogh	Βίνσεντ βαν Γκογκ
Viola	Βιόλα
Violence	Βία
Violin	Βιολί
Virgil	Βιργίλιος
Virgin Islands	Παρθένοι Νήσοι
Virginia Woolf	Βιρτζίνια Γουλφ
Virgo (constellation)	Παρθένος (αστερισμός)
Virtual reality	Εικονική Πραγματικότητα
Virtue	Αρετή (φιλοσοφία)
Virus	Ιός
Viscosity	Ιξώδες
Vistula	Βιστούλας
Vitamin	Βιταμίνη
Vittorio De Sica	Βιττόριο ντε Σίκα
Vivien Leigh	Βίβιαν Λι
Vladimir Lenin	Βλαντιμίρ Λένιν
Vladimir Nabokov	Βλαντιμίρ Ναμπούκοφ
Vladimir Putin	Βλαντιμίρ Πούτιν
Vladivostok	Βλαδιβοστόκ
Vocative case	Κλητική
Vodka	Βότκα
Volans	Ιχθύς Ιπτάμενος
Volcano	Ηφαίστειο
Volcanology	Ηφαιστειολογία
Volga River	Βόλγας
Volgograd	Βόλγογκραντ
Volleyball	Κατηγορία:Πετοσφαίριση
Volt	Βολτ
Voltage	Διαφορά δυναμικού
Voltaire	Βολταίρος
Volume	Όγκος
Vowel	Φωνήεν
Vulcan (mythology)	Βούλκαν
Vulgar Latin	Λαϊκή Λατινική γλώσσα
Vulgate	Βουλγάτα
Vulpecula	Αλώπηξ (αστερισμός)
Vulva	Αιδοίο
W	W
Wake Island	Νήσος Ουέηκ
Wales	Ουαλία
Wales	Κατηγορία:Ουαλία
Walnut	Καρυδιά (φυτό)
Walt Disney	Ουώλτ Ντίσνεϋ
Walt Whitman	Ουώλτ Ουίτμαν
Walter Gropius	Βάλτερ Γκρόπιους
Walter Scott	Γουόλτερ Σκοτ
War	Πόλεμος
War	Κατηγορία:Πόλεμος
War crime	Έγκλημα πολέμου
War of the Spanish Succession	Πόλεμος της Ισπανικής Διαδοχής
Warsaw	Βαρσοβία
Washing machine	Πλυντήριο ρούχων
Washington	Ουάσινγκτον (Περιφέρεια της Κολούμπια)
Washington	Ουάσινγκτον (πολιτεία)
Washington (disambiguation)	Ουάσινγκτον (αποσαφήνιση)
Wassily Kandinsky	Βασίλι Καντίνσκι
Waste	Απορρίμματα
Water	Νερό
Water polo	Υδατοσφαίριση
Waterfall	Καταρράκτης
Watermelon	Καρπούζι
Watt	Βατ (μονάδα μέτρησης)
Watt-hour	Κιλοβατώρα
Wave	Κύμα
Wavelength	Μήκος κύματος
Weak interaction	Ασθενής αλληλεπίδραση
Weapon	Όπλο
Weather	Καιρός
Web browser	Web browser
Web page	Ιστοσελίδα
Website	Ιστότοπος
Wednesday	Τετάρτη
Week	Εβδομάδα
Weightlifting	Άρση βαρών
Weimar	Βαϊμάρη
Weimar Republic	Δημοκρατία της Βαϊμάρης
Wellington	Ουέλλινγκτον
Wernher von Braun	Βέρνερ φον Μπράουν
West Bank	Δυτική Όχθη
Western Australia	Δυτική Αυστραλία
Western Sahara	Δυτική Σαχάρα
Western Sahara	Κατηγορία:Δυτική Σαχάρα
Whisky	Ουίσκι
White House	Λευκός Οίκος
White dwarf	Λευκός νάνος
Whitehorse	Γουάιτχορς
Wide area network	Δίκτυο ευρείας περιοχής
Wiesbaden	Βισμπάντεν
William Blake	Ουίλλιαμ Μπλέηκ
William Golding	Ουίλιαμ Γκόλντινγκ
William Herschel	Ουίλιαμ Χέρσελ
William James	Γουΐλιαμ Τζέιμς
William McKinley	Ουίλλιαμ ΜακΚίνλεϋ
William Shakespeare	Ουίλλιαμ Σαίξπηρ
Willow	Ιτιά
Willy Brandt	Βίλλυ Μπραντ
Wind power	Αιολική ενέργεια
Windmill	Ανεμόμυλος
Window	Παράθυρο
Wine	Κρασί
Wine	Κατηγορία:Κρασί
Winnipeg	Γουίνιπεγκ
Winston Churchill	Ουίνστων Τσώρτσιλ
Winter	Χειμώνας
Winter Olympic Games	Χειμερινοί Ολυμπιακοί Αγώνες
Winter Olympic Games	Κατηγορία:Χειμερινοί Ολυμπιακοί Αγώνες
Wolfgang Amadeus Mozart	Βόλφγκανγκ Αμαντέους Μότσαρτ
Woman	Γυναίκα
Wood	Ξύλο
Woodrow Wilson	Γούντροου Ουίλσον
Woodwind instrument	Ξύλινα πνευστά της συμφωνικής ορχήστρας
Woody Allen	Γούντι Άλεν
Word processor	Επεξεργαστής εγγράφου
World Meteorological Organization	Παγκόσμιος Μετεωρολογικός Οργανισμός
World Trade Center	Παγκόσμιο Κέντρο Εμπορίου
World Trade Organization	Παγκόσμιος Οργανισμός Εμπορίου
World War I	Α΄ Παγκόσμιος Πόλεμος
World War I	Κατηγορία:Α' Παγκόσμιος Πόλεμος
World War II	Β΄ Παγκόσμιος Πόλεμος
World War II	Κατηγορία:Β' Παγκόσμιος Πόλεμος
World Wide Web	Παγκόσμιος Ιστός
World war	Παγκόσμιος Πόλεμος
Worm	Σκουλήκι
Writing system	Συστήματα γραφής
X	X
X-ray	Ακτίνες Χ
Xenon	Ξένο
Xenophanes	Ξενοφάνης
Xenophon	Ξενοφών
Xi	Ξι
Y	Y
Yahweh	Τετραγράμματο
Yale University	Πανεπιστήμιο Γέιλ
Yalta	Γιάλτα
Yasser Arafat	Γιάσερ Αραφάτ
Year	Έτος
Years	Κατηγορία:Έτη
Yellow	Κίτρινο
Yellow Sea	Κίτρινη Θάλασσα
Yemen	Υεμένη
Yemen	Κατηγορία:Υεμένη
Yerevan	Γιερεβάν
Yggdrasil	Υγκντράσιλ
Yoga	Γιόγκα
Yosemite National Park	Εθνικό πάρκο Γιοσέμιτι
Ytterbium	Υττέρβιο
Yttrium	Ύτριο
Yugoslavia	Γιουγκοσλαβία
Yugoslavia	Κατηγορία:Γιουγκοσλαβία
Yukon	Γιούκον
Yuri Gagarin	Γιούρι Γκαγκάριν
Z	Z
Zagreb	Ζάγκρεμπ
Zambia	Ζάμπια
Zambia	Κατηγορία:Ζάμπια
Zanzibar	Ζανζιβάρη
Zaragoza	Σαραγόσα
Zebra	Ζέβρα
Zenith	Ζενίθ
Zeno (emperor)	Ζήνων (αυτοκράτορας)
Zeno of Citium	Ζήνων ο Κιτιεύς
Zeno of Elea	Ζήνων ο Ελεάτης
Zeta	Ζήτα
Zeus	Δίας (μυθολογία)
Zeus (disambiguation)	Δίας
Zimbabwe	Ζιμπάμπουε
Zimbabwe	Κατηγορία:Ζιμπάμπουε
Zinc	Ψευδάργυρος
Zionism	Σιωνισμός
Zirconium	Ζιρκόνιο
Zoology	Ζωολογία
Zoology	Κατηγορία:Ζωολογία
Zoroaster	Ζωροάστρης
Zulu	Ζουλού
