Hungarian	English
Húrelmélet	String theory
Agyvérzés	Stroke
Erős kölcsönhatás	Strong interaction
Stroncium	Strontium
Strukturalizmus	Structuralism
Sablon:Csonk	Stub
Sztúpa	Stupa
Sturmabteilung	Sturmabteilung
Stuttgart	Stuttgart
Sztüx	Styx
Fekete-Afrika	Sub-Saharan Africa
Underground	Subculture
Tengeralattjáró	Submarine
Részhalmaz	Subset
Subversion	Subversion (software)
Sucre történelmi óvárosa	Sucre
Szudán	Sudan
Kategória:Szudán	Sudan
Szúdoku	Sudoku
Szuezi-csatorna	Suez Canal
Cukor	Sugar
Suharto	Suharto
Celebesz	Sulawesi
Kén	Sulfur
Kén-dioxid	Sulfur dioxide
Kénsav	Sulfuric acid
Szultán	Sultan
Szumátra	Sumatra
Sumer	Sumer
Nyár	Summer
Szumó	Sumo
Nap	Sun
Szun Jat-szen	Sun Yat-sen
Vasárnap	Sunday
Napraforgó	Sunflower
Napfolt	Sunspot
Szupravezetés	Superconductivity
Superman	Superman
Szupernóva	Supernova
Szúra	Sura
Felületi feszültség	Surface tension
Sebészet	Surgeon
Sebészet	Surgery
Kategória:Sebészet	Surgery
Suriname	Suriname
Kategória:Suriname	Suriname
Szürrealizmus	Surrealism
Susan Sontag	Susan Sontag
Suva	Suva
Spitzbergák	Svalbard
Fecskefélék	Swallow
Cygnus (madárnem)	Swan
Szvasztika	Swastika
Szváziföld	Swaziland
Kategória:Szváziföld	Swaziland
Svédország	Sweden
Kategória:Svédország	Sweden
Svéd korona	Swedish krona
Úszás	Swimming
Kategória:Úszás	Swimming
Svájci frank	Swiss franc
Kategória:Svájciak	Swiss people
Svájc	Switzerland
Kategória:Svájc	Switzerland
Kard	Sword
Sydney	Sydney
Szótag	Syllable
Sylvia Plath	Sylvia Plath
Szimbiózis	Symbiosis
Szimbólum	Symbol
Szimfónia	Symphony
Tünet	Symptom
Zsinagóga	Synagogue
Szinesztézia	Synesthesia
Szinonímia	Synonym
Szintaxis	Syntax
Szintetizátor	Synthesizer
Szifilisz	Syphilis
Siracusa	Syracuse
Szíria	Syria
Rendszer	System
T	T
Thomas Edward Lawrence	T. E. Lawrence
T. S. Eliot	T. S. Eliot
Asztal	Table (furniture)
Asztalitenisz	Table tennis
Tabu	Taboo
Tacitus	Tacitus
Taekwondo	Taekwondo
Tajo	Tagus
Tahiti	Tahiti
Taijiquan	Tai chi chuan
Tajpej	Taipei
Kategória:Tajvan	Taiwan
Tádzs Mahal	Taj Mahal
Tádzsikisztán	Tajikistan
Kategória:Tádzsikisztán	Tajikistan
Zsírkő	Talc
Tálibok	Taliban
Tallahassee	Tallahassee
Tallinn	Tallinn
Talmud	Talmud
Tamilnádu	Tamil Nadu
Tampa	Tampa
Tampere	Tampere
Tanakh	Tanakh
Tang-dinasztia	Tang Dynasty
Tangó	Tango (dance)
Harckocsi	Tank
Tantál	Tantalum
Tanzánia	Tanzania
Kategória:Tanzánia	Tanzania
Taoizmus	Taoism
Tapírfélék	Tapir
Medveállatkák	Tardigrade
Tárkony	Tarragon
Tartu	Tartu
Taskent	Tashkent
Tasmánia	Tasmania
Erszényes ördög	Tasmanian Devil
Tetoválás	Tattoo
Tau	Tau
Bika csillagkép	Taurus (constellation)
Macskabagoly	Tawny Owl
Adó	Tax
Rendszertan	Taxonomy
Tiszafa	Taxus baccata
Tbiliszi	Tbilisi
Tea	Tea
Kategória:Tea	Tea
Technécium	Technetium
Techno	Techno
Technológia	Technology
Kategória:Technika	Technology
Tegucigalpa	Tegucigalpa
Teherán	Tehran
Tel-Aviv	Tel Aviv
Távközlés	Telecommunication
Távíró	Telegraphy
Telefon	Telephone
Távcső	Telescope
Távcső csillagkép	Telescopium
Televízió	Television
Kategória:Televízió	Television
Tellúr	Tellurium
Hőmérséklet	Temperature
Templom	Temple
Epheszoszi Artemisz-templom	Temple of Artemis
Tízparancsolat	Ten Commandments
Tenerife	Tenerife
Tennessee	Tennessee
Kategória:Tennessee	Tennessee
Tenisz	Tennis
Kategória:Tenisz	Tennis
Tenor	Tenor
Tenzing Norgay	Tenzing Norgay
Tequila	Tequila
Terbium	Terbium
Termeszek	Termite
Terpszikhoré	Terpsichore
Terror	Terrorism
Kategória:Terrorizmus	Terrorism
Tertullianus	Tertullian
Tesla	Tesla (unit)
Tethys (hold)	Tethys (moon)
Téthüsz	Tethys (mythology)
Tetrahidrokannabinol	Tetrahydrocannabinol
Négylábúak	Tetrapod
Texas	Texas
Kategória:Texas	Texas
Thaiföld	Thailand
Kategória:Thaiföld	Thailand
Thalész	Thales
Thaleia	Thalia
Tallium	Thallium
Thanatosz	Thanatos
Hálaadás	Thanksgiving
Hálaadás (Thanksgiving)	Thanksgiving (Canada)
Hálaadás (Thanksgiving)	Thanksgiving (United States)
Hálaadás (Thanksgiving)	Thanksgiving (disambiguation)
Gambia	The Gambia
Kategória:Gambia	The Gambia
Hága	The Hague
Az Amerikai Egyesült Államok himnusza	The Star-Spangled Banner
Színház	Theatre
Kategória:Színházművészet	Theatre
Thébé (hold)	Thebe (moon)
Thébai	Thebes
Théba	Thebes
Theia (mitológia)	Theia
Themisztoklész	Themistocles
Teokrácia	Theocracy
Teodolit	Theodolite
Theodore Roosevelt	Theodore Roosevelt
I. Theodosius	Theodosius I
Teológia	Theology
Kategória:Teológia	Theology
Relativitáselmélet	Theory of relativity
Théraváda buddhizmus	Theravada
Termodinamika	Thermodynamics
Hőmérő	Thermometer
Thészeusz	Theseus
Theszaloníki	Thessaloniki
Thesszália	Thessaly
Théta	Theta
Tiamin	Thiamine
Agytröszt	Think tank
Harmadik világ	Third World
Harmincéves háború	Thirty Years' War
Aquinói Szent Tamás	Thomas Aquinas
Thomas Alva Edison	Thomas Edison
Thomas Hobbes	Thomas Hobbes
Thomas Jefferson	Thomas Jefferson
Thomas Malthus	Thomas Malthus
Thomas Mann	Thomas Mann
Morus Tamás	Thomas More
Thomas Paine	Thomas Paine
Thomas Young	Thomas Young (scientist)
Thor	Thor
Tórium	Thorium
Szellem	Thought
Thrakia	Thrace
Thuküdidész	Thucydides
Túlium	Thulium
Türingia	Thuringia
Kategória:Türingia	Thuringia
Csütörtök	Thursday
Kakukkfű	Thyme
Timin	Thymine
Tianjin	Tianjin
Tevere	Tiber
Tiberius	Tiberius
Tibet	Tibet
Kategória:Tibet	Tibet
Árapály	Tide
Tűzföld	Tierra del Fuego
Tigris	Tiger
Idő	Time
Kategória:Idő	Time
Time magazin	Time (magazine)
Időzóna	Time zone
Timur Lenk	Timur
Ón	Tin
Tirana	Tirana
Cinegefélék	Tit (bird)
Titán	Titan (disambiguation)
Titán (hold)	Titan (moon)
Titán (mitológia)	Titan (mythology)
Titanic (egyértelműsítő lap)	Titanic (disambiguation)
Titán (elem)	Titanium
Tiziano Vecellio	Titian
Titus	Titus
Tivoli	Tivoli
Dohány	Tobacco
Togo	Togo
Kategória:Togo	Togo
Tokió	Tokyo
Toluol	Toluene
Tom Hanks	Tom Hanks
Tom és Jerry	Tom and Jerry
Paradicsom (növény)	Tomato
Tonga	Tonga
Nyelv (testrész)	Tongue
Toni Morrison	Toni Morrison
Tony Blair	Tony Blair
Szerszám	Tool
Fog	Tooth
Fogkefe	Toothbrush
Topáz	Topaz
Kategória:Topológia	Topology
Tóra	Torah
Tornádó	Tornado
Toronto	Toronto
Torpedó	Torpedo
Nyomaték	Torque
Szárazfölditeknős-félék	Tortoise
Tórusz	Torus
Toulouse	Toulouse
Tour de France	Tour de France
Turizmus	Tourism
Kategória:Turizmus	Tourism
Tours	Tours
Torony	Tower
Bábel tornya	Tower of Babel
Londoni Tower	Tower of London
Város	Town
Toyota	Toyota
Mezőgazdasági vontató	Tractor
Kereskedelem	Trade
Szakszervezet	Trade union
védjegy	Trademark
Hagyomány	Tradition
Tragédia	Tragedy
Vonat	Train
Vasútállomás	Train station
Traianus	Trajan
Villamos	Tram
Transzcendens szám	Transcendental number
Transzformátor	Transformer
Tranzisztor	Transistor
Átírás (nyelvészet)	Transliteration
Transmission Control Protocol	Transmission Control Protocol
Kategória:Közlekedés	Transportation
Erdély	Transylvania
Trapéz	Trapezoid
Nemzetközi szerződés	Treaty
Fa	Tree
Háromszög	Triangle
Háromszög csillagkép	Triangulum
Déli Háromszög csillagkép	Triangulum Australe
Triász	Triassic
Triceratops	Triceratops
Trier	Trier
trigonometrikus függvények	Trigonometric function
Trigonometria	Trigonometry
Trilobiták	Trilobite
Trilógia	Trilogy
Trinidad és Tobago	Trinidad and Tobago
Kategória:Trinidad és Tobago	Trinidad and Tobago
Trinitrotoluol	Trinitrotoluene
Szentháromság	Trinity
Tripoli	Tripoli
Trícium	Tritium
Triton (hold)	Triton (moon)
Tritón	Triton (mythology)
Diadalív	Triumphal arch
Trójai faló	Trojan Horse
Trójai háború	Trojan War
Trójai program	Trojan horse (computing)
Troll	Troll
Trolibusz	Trolleybus
Harsona	Trombone
Trondheim	Trondheim
Ráktérítő	Tropic of Cancer
Baktérítő	Tropic of Capricorn
Trópusok	Tropics
Troposzféra	Troposphere
Trockizmus	Trotskyism
Trója	Troy
Tehergépkocsi	Truck
Truman-doktrína	Truman Doctrine
Trombita	Trumpet
Igazság	Truth
Cár	Tsar
Cunami	Tsunami
Tuaregek	Tuareg
Tuba (hangszer)	Tuba
Tuberkulózis	Tuberculosis
Tukán csillagkép	Tucana
Kedd	Tuesday
Tulipán	Tulip
Tundra	Tundra
Volfrám	Tungsten
Előgerinchúrosok	Tunicate
Tunisz	Tunis
Tunézia	Tunisia
Kategória:Tunézia	Tunisia
Alagút	Tunnel
Torino	Turin
Turing-gép	Turing machine
Törökország	Turkey
Kategória:Törökország	Turkey
Türkmenisztán	Turkmenistan
Kurkuma	Turmeric
Teknősök	Turtle
Toszkána	Tuscany
Tuvalu	Tuvalu
Kategória:Tuvalu	Tuvalu
Tux	Tux
Tycho Brahe	Tycho Brahe
Írógép	Typewriter
Tüphón	Typhon
Tipográfia	Typography
Kategória:Tipográfia	Typography
Tyrannosaurus	Tyrannosaurus
Tirrén-tenger	Tyrrhenian Sea
U	U
UNESCO	UNESCO
Ufa	Ufa
Uganda	Uganda
Kategória:Uganda	Uganda
Ukrajna	Ukraine
Kategória:Ukrajna	Ukraine
Ulánbátor	Ulan Bator
Ultrahang	Ultrasound
Ultraibolya sugárzás	Ultraviolet
Ulysses S. Grant	Ulysses S. Grant
Umbria	Umbria
Határozatlansági reláció	Uncertainty principle
Munkanélküliség	Unemployment
Egyszarvú	Unicorn
UFO	Unidentified flying object
Webcím	Uniform Resource Locator
Unió (halmazelmélet)	Union (set theory)
Egyesült Arab Emírségek	United Arab Emirates
Kategória:Arab Emírségek	United Arab Emirates
Egyesült Királyság	United Kingdom
Kategória:Egyesült Királyság	United Kingdom
Egyesült Nemzetek Szervezete	United Nations
Kategória:ENSZ	United Nations
UNICEF	United Nations Children's Fund
Amerikai Egyesült Államok	United States
Kategória:USA	United States
Az Amerikai Egyesült Államok Légiereje	United States Air Force
Az Egyesült Államok Kongresszusa	United States Congress
Az Amerikai Egyesült Államok alkotmánya	United States Constitution
Az Egyesült Államok képviselőháza	United States House of Representatives
Az Amerikai Egyesült Államok Haditengerészete	United States Navy
Az Egyesült Államok szenátusa	United States Senate
Amerikai Virgin-szigetek	United States Virgin Islands
Amerikai dollár	United States dollar
Világegyetem	Universe
Egyetem	University
Chicagói Egyetem	University of Chicago
Unix	Unix
Kategória:Unix	Unix
Ununbium	Ununbium
Ununhexium	Ununhexium
Ununpentium	Ununpentium
Ununquadium	Ununquadium
Ununtrium	Ununtrium
Upanisadok	Upanishad
Uppsala	Uppsala
Üpszilon	Upsilon
Ur	Ur
Uracil	Uracil
Urál (hegység)	Ural Mountains
Uránia	Urania
Urán	Uranium
Uránusz	Uranus
Uranosz	Uranus (mythology)
Urdu nyelv	Urdu
Karbamid	Urea
Vizelet	Urine
Nagy Medve csillagkép	Ursa Major
Kis Medve csillagkép	Ursa Minor
Uruguay	Uruguay
Kategória:Uruguay	Uruguay
Utah	Utah
Kategória:Utah	Utah
Méh (szerv)	Uterus
Haszonelvűség	Utilitarianism
Utópia	Utopia
Utrecht	Utrecht (city)
Üzbegisztán	Uzbekistan
Kategória:Üzbegisztán	Uzbekistan
V	V
Vákuum	Vacuum
Vaduz	Vaduz
Valence	Valence
Valencia (Spanyolország)	Valencia
Valencia	Valencia
Valentyina Vlagyimirovna Tyereskova	Valentina Tereshkova
Szent Bálint	Valentine's Day
Valhalla	Valhalla
Valkűr	Valkyrie
Valletta	Valletta
Vámpír	Vampire
Vanádium	Vanadium
Vancouver	Vancouver
Rongálás	Vandalism
Vanuatu	Vanuatu
Kategória:Vanuatu	Vanuatu
Várna	Varna
Szövetes növények	Vascular plant
Vatikán	Vatican City
Kategória:Vatikán	Vatican City
Vektor	Vector (spatial)
Zöldség	Vegetable
Vegetarianizmus	Vegetarianism
Véna	Vein
Vitorla csillagkép	Vela (constellation)
Velociraptor	Velociraptor
Sebesség	Velocity
Veneto	Veneto
Venezuela	Venezuela
Kategória:Venezuela	Venezuela
Velence	Venice
Vénusz	Venus
Venus	Venus (mythology)
Ige	Verb
Vermont	Vermont
Verona	Verona
Gerinc	Vertebra
Gerincesek	Vertebrate
Vespasianus	Vespasian
Vesta	Vesta (mythology)
Victor Hugo	Victor Hugo
Videojáték	Video game
Bécs	Vienna
Kategória:Bécs	Vienna
Vientián	Vientiane
Vietnam	Vietnam
Kategória:Vietnam	Vietnam
Vietnami háború	Vietnam War
Kategória:Vietnami háború	Vietnam War
Vikingek	Viking
Falu	Village
Vilnius	Vilnius
Vincent van Gogh	Vincent van Gogh
Vincenzo Bellini	Vincenzo Bellini
Brácsa	Viola
Erőszak	Violence
Hegedű	Violin
Vergilius	Virgil
Virginia	Virginia
Virginia Woolf	Virginia Woolf
Szűz csillagkép	Virgo (constellation)
Virtuális memória	Virtual memory
Vírus	Virus
Viszkozitás	Viscosity
Visnu	Vishnu
Visztula	Vistula
Vitamin	Vitamin
Vittorio De Sica	Vittorio De Sica
Vitus Bering	Vitus Bering
Vivien Leigh	Vivien Leigh
Vlagyimir Iljics Lenin	Vladimir Lenin
Vladimir Nabokov	Vladimir Nabokov
Vlagyimir Vlagyimirovics Putyin	Vladimir Putin
Vlagyivosztok	Vladivostok
Megszólító eset	Vocative case
Vodka	Vodka
Repülőhal csillagkép	Volans
Vulkán	Volcano
Volga	Volga River
Volgográd	Volgograd
Röplabda	Volleyball
Kategória:Röplabda	Volleyball
Volt	Volt
Voltaire	Voltaire
Térfogat	Volume
Magánhangzó	Vowel
Vulgáris latin	Vulgar Latin
Vulgata	Vulgate
Kis Róka csillagkép	Vulpecula
W	W
William Somerset Maugham	W. Somerset Maugham
WYSIWYG	WYSIWYG
Vahhábita	Wahhabism
Wake-sziget	Wake Island
Wales	Wales
Kategória:Wales	Wales
Dió	Walnut
Rozmár	Walrus
Walt Disney	Walt Disney
Walt Whitman	Walt Whitman
Walter Gropius	Walter Gropius
Walter Scott	Walter Scott
Háború	War
Kategória:Háborúk	War
Spanyol örökösödési háború	War of the Spanish Succession
Rózsák háborúja	Wars of the Roses
Varsó	Warsaw
Szemölcs	Wart
Washington, D.C.	Washington
Washington (állam)	Washington
Kategória:Washington állam	Washington
Washington	Washington (disambiguation)
Vaszilij Kandinszkij	Wassily Kandinsky
Hulladék	Waste
Víz	Water
Kategória:Víz	Water
Vízilabda	Water polo
Watergate-botrány	Watergate scandal
Görögdinnye	Watermelon
Watt (mértékegység)	Watt
Hullám	Wave
Hullámhossz	Wavelength
Viasz	Wax
Gyenge kölcsönhatás	Weak interaction
Fegyver	Weapon
Időjárás	Weather
Webböngésző	Web browser
Weblap	Web page
Szerda	Wednesday
Hét (naptár)	Week
Súly	Weight
Weimar	Weimar
Hegesztés	Welding
Wellington	Wellington
Wernher von Braun	Wernher von Braun
Weser	Weser River
Nyugat-Afrika	West Africa
Ciszjordánia	West Bank
Nyugat-Bengália	West Bengal
Nyugat-Berlin	West Berlin
Nyugat-Németország	West Germany
Nyugat-Virginia	West Virginia
Nyugatrómai Birodalom	Western Roman Empire
Nyugat-Szahara	Western Sahara
Kategória:Nyugat-Szahara	Western Sahara
Westminster-apátság	Westminster Abbey
Bálna	Whale
Búza	Wheat
Kerék	Wheel
Fehér Ház	White House
Fehérvérsejt	White blood cell
Fehér törpe	White dwarf
Wicca	Wicca
Wiesbaden	Wiesbaden
Vadmacska	Wildcat
Végrendelet	Will (law)
William Blake	William Blake
William Butler Yeats	William Butler Yeats
William Faulkner	William Faulkner
William Gladstone	William Gladstone
William Golding	William Golding
William Harvey	William Harvey
William Henry Harrison	William Henry Harrison
William Herschel	William Herschel
I. Vilmos német császár	William I
II. Vilmos német császár	William II
William McKinley	William McKinley
William Rowan Hamilton	William Rowan Hamilton
William Shakespeare	William Shakespeare
William Wordsworth	William Wordsworth
William Ockham	William of Ockham
Fűzfa	Willow
Fúvós hangszerek	Wind instrument
Szélenergia	Wind power
Windhoek	Windhoek
Ablak	Window
Bor	Wine
Kategória:Bor	Wine
Winnipeg	Winnipeg
Winston Churchill	Winston Churchill
Tél	Winter
Kategória:Téli olimpiai játékok	Winter Olympic Games
Wisconsin	Wisconsin
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Wolfgang Pauli	Wolfgang Pauli
Nő	Woman
Fa (anyag)	Wood
Woodrow Wilson	Woodrow Wilson
Fafúvós hangszerek	Woodwind instrument
Woody Allen	Woody Allen
Szó (nyelvészet)	Word
Dokumentumszerkesztő	Word processor
Világbank	World Bank
Egészségügyi Világszervezet	World Health Organization
Meteorológiai Világszervezet	World Meteorological Organization
Világkereskedelmi Központ	World Trade Center
Kereskedelmi Világszervezet	World Trade Organization
Első világháború	World War I
Kategória:I. világháború	World War I
Második világháború	World War II
Kategória:II. világháború	World War II
Világháló	World Wide Web
Világháború	World war
Író	Writer
Wyoming	Wyoming
Kategória:Wyoming	Wyoming
X	X
Röntgensugárzás	X-ray
Vendégízületesek	Xenarthra
Xenon	Xenon
Kolophóni Xenophanész	Xenophanes
Xenofóbia	Xenophobia
Xenophón	Xenophon
Kszi	Xi
Xinjiang	Xinjiang
Y	Y
Jahve	Yahweh
Jak	Yak
Jakuza	Yakuza
Jangce	Yangtze River
Yard	Yard
Jasszer Arafat	Yasser Arafat
Év	Year
Kategória:Évek	Years
Élesztő	Yeast
Sárga	Yellow
Sárga-folyó	Yellow River
Sárga-tenger	Yellow Sea
Yellowstone Nemzeti Park	Yellowstone National Park
Jemen	Yemen
Kategória:Jemen	Yemen
Jenyiszej	Yenisei River
Jereván	Yerevan
Jeti	Yeti
Yggdrasil	Yggdrasil
Jojó	Yo-yo
Jóga	Yoga
Yoko Ono	Yoko Ono
Jokohama	Yokohama
Jom kippur	Yom Kippur
Jom kippuri háború	Yom Kippur War
Yosemite Nemzeti Park	Yosemite National Park
Rugalmassági modulus	Young's modulus
Itterbium	Ytterbium
Ittrium	Yttrium
Jugoszlávia	Yugoslavia
Kategória:Jugoszlávia	Yugoslavia
Yunnan	Yunnan
Jurij Alekszejevics Gagarin	Yuri Gagarin
Z	Z
Zágráb	Zagreb
Zambézi	Zambezi
Zambia	Zambia
Kategória:Zambia	Zambia
Zanzibár	Zanzibar
Zaragoza	Zaragoza
Sjælland	Zealand
Zen	Zen
Zenit	Zenith
Zénón bizánci császár	Zeno (emperor)
Kitioni Zénón	Zeno of Citium
Eleai Zénón	Zeno of Elea
Dzéta	Zeta
Zeusz	Zeus
Zeusz	Zeus (disambiguation)
Zikkurat	Ziggurat
Zimbabwe	Zimbabwe
Kategória:Zimbabwe	Zimbabwe
Cink	Zinc
Cionizmus	Zionism
Cirkónium	Zirconium
Zombi	Zombie
Állatkert	Zoo
Zoológia	Zoology
Kategória:Zoológia	Zoology
Zarathusztra	Zoroaster
Zoroasztrizmus	Zoroastrianism
