Ukrainian	English
Гренландське море	Greenland Sea
Ґрінпіс	Greenpeace
Грінвіч	Greenwich
GMT	Greenwich Mean Time
Мендель Ґреґор Йоганн	Gregor Mendel
Григоріанський календар	Gregorian calendar
Гренобль	Grenoble
Сірий колір	Grey
Грифові	Griffin
Сип білоголовий	Griffon Vulture
Валовий внутрішній продукт	Gross domestic product
Група (математика)	Group (mathematics)
Теорія груп	Group theory
Журавлеподібні	Gruiformes
Журавель (сузір'я)	Grus (constellation)
Гвадалахара (Мексика)	Guadalajara
Гваделупа	Guadeloupe
Гуам	Guam
Гуанін	Guanine
Гуано	Guano
Категорія:Гватемала	Guatemala
Гватемала (місто)	Guatemala City
Ґуаякіль	Guayaquil
Гернсі	Guernsey
Гульєльмо Марконі	Guglielmo Marconi
Цех	Guild
Ґійом Аполлінер	Guillaume Apollinaire
Ґільйотина	Guillotine
Гвінея	Guinea
Категорія:Гвінея	Guinea
Гвінея-Бісау	Guinea-Bissau
Гітара	Guitar
ГУЛАГ	Gulag
Гольфстрім	Gulf Stream
Війна в Перській затоці (1990)	Gulf War
Аденська затока	Gulf of Aden
Акаба (затока)	Gulf of Aqaba
Ботнічна затока	Gulf of Bothnia
Фінська затока	Gulf of Finland
Гвінейська затока	Gulf of Guinea
Мексиканська затока	Gulf of Mexico
Оманська затока	Gulf of Oman
Ризька затока	Gulf of Riga
Сіамська затока	Gulf of Thailand
Порох	Gunpowder
Гупі	Guppy
Густав Клімт	Gustav Klimt
Малер Густав	Gustav Mahler
Флобер Гюстав	Gustave Flaubert
Гай Фокс	Guy Fawkes
Гімнастика	Gymnastics
Голонасінні	Gymnosperm
Гінекологія	Gynaecology
Гіроскоп	Gyroscope
H (латиниця)	H
Уеллс Герберт Джордж	H. G. Wells
ВІЛ (вірус)	HIV
HTML	HTML
Ареал	Habitat
Хакер	Hacker
Гадейський еон	Hadean
Аїд	Hades
Хадис	Hadith
Адріан (римський імператор)	Hadrian
Адрон	Hadron
Гафній	Hafnium
Софійський собор (Константинополь)	Hagia Sophia
Хайфа	Haifa
Хайку	Haiku
Град	Hail
Богородице Діво	Hail Mary
Гаїті	Haiti
Алебарда	Halberd
Період напіврозпаду	Half-life
Хелловін	Halloween
Галогени	Halogen
Хамас	Hamas
Гамбург	Hamburg
Хамурапі	Hammurabi
Династія Хань	Han Dynasty
Кисть	Hand
Граната	Hand grenade
Пістоль	Handgun
Сади Семираміди в Вавілоні	Hanging Gardens of Babylon
Арендт Ганна	Hannah Arendt
Ганнібал	Hannibal
Ханой	Hanoi
Ганновер	Hanover
Андерсен Ганс Крістіан	Hans Christian Andersen
Ганза	Hanseatic League
Ханука	Hanukkah
Хараре	Harare
Твердість	Hardness
Гарем	Harem
Гарлем	Harlem
Губна гармоніка	Harmonica
Гармонія музична	Harmony
Пінтер Гарольд	Harold Pinter
Арфа	Harp
Клавесин	Harpsichord
Гарпії	Harpy
Бічер-Стоу Гаррієт	Harriet Beecher Stowe
Табмен Гаррієт	Harriet Tubman
Гаррі Гудіні	Harry Houdini
Гасій	Hassium
Верхня Нормандія	Haute-Normandie
Гавана	Havana
Гаваї (штат)	Hawaii
Категорія:Гаваї	Hawaii
Голова	Head
Глава держави	Head of state
Здоров'я	Health
Категорія:Здоров'я	Health
Серце	Heart
Тепловий двигун	Heat engine
Рай	Heaven
Категорія:Важкий метал	Heavy metal
Важкий метал (музика)	Heavy metal music
Геба	Hebe (mythology)
Гебрейська абетка	Hebrew alphabet
Єврейський календар	Hebrew calendar
Геката	Hecate
Гектар	Hectare
Гектор	Hector
Гектор Берліоз	Hector Berlioz
Гедонізм	Hedonism
Герц Генріх	Heinrich Hertz
Гіммлер Генріх	Heinrich Himmler
Шліман Генріх	Heinrich Schliemann
Хель	Hel (being)
Єлена	Helen
Келлер Гелен Адамс	Helen Keller
Вертоліт	Helicopter
Геліос	Helios
Гелій	Helium
Пекло	Hell
Гельмут Шмідт	Helmut Schmidt
Гельсінкі	Helsinki
Гематит	Hematite
Гематологія	Hematology
Гемоглобін	Hemoglobin
Антуан Анрі Беккерель	Henri Becquerel
Бергсон Анрі	Henri Bergson
Матісс Анрі	Henri Matisse
Ібсен Генрік	Henrik Ibsen
Генрі	Henry (unit)
Торо Генрі Девід	Henry David Thoreau
Форд Генрі	Henry Ford
Кіссінджер Генрі	Henry Kissinger
Гефест	Hephaestus
Гера	Hera
Геракл	Heracles
Геракліт	Heraclitus
Геральдика	Heraldry
Категорія:Геральдика	Heraldry
Гувер Герберт Кларк	Herbert Hoover
Маркузе Герберт	Herbert Marcuse
Геракл	Hercules
Геркулес (сузір'я)	Hercules (constellation)
Єресь	Heresy
Мелвілл Герман	Herman Melville
Гессе Герман	Hermann Hesse
Мінковський Герман	Hermann Minkowski
Гермафродит	Hermaphrodite
Герменевтика	Hermeneutics
Гермес (міфологія)	Hermes
Герон Александрійський	Hero of Alexandria
Геродот	Herodotus
Героїн	Heroin
Чапля	Heron
Герц	Hertz
Гесіод	Hesiod
Геспериди	Hesperides
Гессен	Hesse
Гестія	Hestia
Гетеросексуальність	Heterosexuality
Гетеротрофи	Heterotroph
Шістнадцяткова система числення	Hexadecimal
Хізбалла	Hezbollah
Сплячка	Hibernation
Юкава Хідекі	Hideki Yukawa
Ієронімус Босх	Hieronymus Bosch
Гільбертів простір	Hilbert space
Гімалаї	Himalayas
Гіндукуш	Hindu Kush
Індуїзм	Hinduism
Категорія:Індуїзм	Hinduism
Гіппарх	Hipparchus
Хіпі	Hippie
Гіппократ	Hippocrates
Присяга Гіппократа	Hippocratic Oath
Бегемот	Hippopotamus
Хірохіто	Hirohito
Хіросіма	Hiroshima
Гаїті (острів)	Hispaniola
Гістидин	Histidine
Гістологія	Histology
Категорія:Гістологія	Histology
Гістони	Histone
Історіографія	Historiography
Історія	History
Категорія:Історія	History
Портал:Історія	History
Хо Ши Мін	Ho Chi Minh
Гобарт	Hobart
Гобіти	Hobbit
Хобі	Hobby
Кацусіка Хокусай	Hokusai
Голлівуд	Hollywood
Гольмій	Holmium
Голоцен	Holocene
Голограми	Holography
Священна Римська імперія	Holy Roman Empire
Святий Дух	Holy Spirit
Гомеостаз	Homeostasis
Гомер	Homer
Людина уміла	Homo habilis
Омоніми	Homonym
Гомосексуалізм	Homosexuality
Гондурас	Honduras
Категорія:Гондурас	Honduras
Мед	Honey
Звичайний осоїд	Honey Buzzard
Гонконг	Hong Kong
Гонолулу	Honolulu
Закон Гука	Hooke's law
Горацій	Horace
Нельсон Гораціо	Horatio Nelson
Гормон	Hormone
Валторна	Horn (instrument)
Кінь	Horse
Кінні перегони	Horse racing
Кінська сила	Horsepower
Гор (міфологія)	Horus
Шпиталь	Hospital
Готель	Hotel
Година	Hour
Житло	House
Хатній горобець	House Sparrow
Х'юстон	Houston
Говард Картер	Howard Carter (archaeologist)
Закон Хаббла	Hubble's law
Гудзонова затока	Hudson Bay
Гудзон (річка)	Hudson River
Гуго Капет	Hugh Capet
Гуго Гроций	Hugo Grotius
Гугеноти	Huguenot
Людина розумна	Human
Гуманізм	Humanism
Категорія:Гуманітарні науки	Humanities
Плечова кістка	Humerus
Вологість	Humidity
Колібрі	Hummingbird
Категорія:Гумор	Humor
Гумор	Humour
Гумус	Humus
Столітня війна	Hundred Years' War
Угорщина	Hungary
Категорія:Угорщина	Hungary
Полювання	Hunting
Гібрид	Hybrid
Хайдарабад (місто в Індії)	Hyderabad
Гідра (сузір'я)	Hydra (constellation)
Вуглеводні	Hydrocarbon
Хлоридна кислота	Hydrochloric acid
Гідроелектростанція	Hydroelectricity
Водень	Hydrogen
Водневий зв'язок	Hydrogen bond
Гідрологія	Hydrology
Категорія:Гідрологія	Hydrology
Гідроліз	Hydrolysis
Гідросфера	Hydrosphere
Гідроксид	Hydroxide
Південна Гідра (сузір'я)	Hydrus
Категорія:Гігієна	Hygiene
Дівоча пліва	Hymen
Категорія:Перетинчастокрилі	Hymenoptera
Гімн	Hymn
Гіпербола	Hyperbole
Гіперіон (супутник)	Hyperion (moon)
Гіперіон (міфологія)	Hyperion (mythology)
Артеріальна гіпертензія	Hypertension
