English	Slovenian
reintroduction	ponovno uvajanje/naseljevanje
relational database	relacijska podatkovna baza
release of organisms	vnos/naselitev organizmov
relief (land)	relief
religion	vera, religija ; religija ; vera
remote sensing	daljinsko zaznavanje, zaznavanje na daljavo
remote sensing centre	center za daljinsko zaznavanje
removal	odstranitev
renaissance	renesansa
renaturation	renaturacija
renewable energy source	obnovljiv vir energije
renewable raw material	obnovljiva surovina
renewable resource	obnovljiv naravni vir
repair business	popravljalne storitve
replacement	nadomestilo
replacement cost	nadomestitveni stroški
report on the state of the environment	poročilo o stanju okolja
report to the minister	poročilo ministru
reporting process	proces informiranja/obveščanja/poročanja
representation	zastopanje
repression	uporaba prisilnih ukrepov
reprocessing	predelava za ponovno uporabo
reproduction	razmnoževanje, reprodukcija
reproductive manipulation	reproduktivna manipulacija
reptile ; reptile ; reptile	plazilci (Reptilia) ; plazilci (Reptilia) ; plazilci (Reptilia)
rescue service	reševalna služba
rescue system	reševalni sistem
research	raziskava ; raziskovanje
research centre	raziskovalno središče
research of the effects	preučevanje vplivov
research policy	raziskovalna politika
research project	raziskovalni projekt
reserve	rezervat
reservoir	akumulacija/zadrževalnik
residential area	stanovanjsko naselje/območje
residential area with traffic calmings	stanovanjsko območje s hitrostnimi ovirami
residential building	stanovanjska zgradba
residual amount of water	preostala voda
residual pesticide	ostanki pesticidov
residual risk	preostalo tveganje
residual waste	preostali odpadki
residual waste sludge	ostanki odpadnega blata
residue analysis	analiza ostankov
residue of grinding	ostanki pri mletju
residue recycling	recikliranje ostankov
resin	smola
resinous plant	smolnata rastlina
resistance (biological) ; resistance	odpornost, rezistenca
resolution	odločitev ; resolucija ; sklep
resolution ; resolution (parameter)	ločljivost, resolucija
resorption	vpijanje
resource ; resources	(naravni) vir ; viri
resource appraisal	ocena (razpoložljivih) virov
resource conservation	ohranjanje/varovanje virov
resource exploitation	izkoriščanje virov
resource reserve	zaloge virov
resource utilisation	raba naravnih virov
resources management	gospodarjenje z viri
respiration	dihanje
respiratory air	vdihani in izdihani zrak
respiratory disease	bolezen dihal
respiratory system	dihalni sistem
retaining reservoir	vodna akumulacija
reverse osmosis	reverzna osmoza
rhenium	renij
rhino ; rhinoceros	nosorog
rhodium	rodij
rice	riž
rising sea level	dviganje morske gladine
risk communication	izmenjava informacij o okoljskem tveganju
river	reka
river bed	rečna struga
river water	rečna voda
road	cesta
road network	cestno omrežje
road salt	sol za posipavanje cest
rock	kamnina
rodent	glodalci (Rodentia)
rolling noise	hrup avtomobilskih pnevmatik
roof ; roof ; roof	streha
root	korenina
rose	vrtnica
rotary furnace	rotacijska peč
route	pot, smer, proga, trasa ; trasa ; pot ; smer ; proga
rubber	guma ; kavčuk
rubidium	rubidij
ruby	rubin
rural area	podeželsko območje
ruthenium	rutenij
rutherfordium	rutherfordij
sacrifice	žrtev
safety ; security	varnost
safety measure	varnostni ukrep
sahara	sahara
salamander	močerad
salmon	losos
salt	sol
salt water	slana voda
samarium	samarij
sand	pesek
sand dune	peščena sipina
sanitary fitting	sanitarna oprema, sanitarije
satellite	satelit
sawdust	žaganje, žagovina
saxophone	saksofon
scandium	skandij
school	šola
science	veda ; znanost
scientific co-operation	znanstveno sodelovanje
scientific dispute	znanstvena razprava
scientific research	znanstvena raziskava
screw	vijak
screwdriver	izvijač
sea	morje ; morje
sea level	morska gladina
sea water	morska voda
seaborgium	siborgij
seashore	morska obala
season	letni čas
secondary education	srednješolsko izobraževanje
secret	skriven
sediment	usedlina, sediment ; usedlina ; sediment
sedimentation (geology) ; sedimentation	usedanje ; usedanje (geologija)
sedimentology	sedimentologija
seed	seme
seismic activity	potresna aktivnost
seismic sea wave ; tsunami	potresni morski val
selenium	selen
semi-metal	polkovina
semiconductor	polprevodnik
separator	separator
server	strežnik ; strežnik ; strežnik ; strežnik ; strežnik ; strežnik ; strežnik ; strežnik ; strežnik
sew	šiti
sewage farm	polje za čiščenje odpadne vode
sheep	ovca
shellfish ; shellfish	školjke (Bivalvia) ; školjke
ship	ladja
shoe	čevelj
shop	trgovina, prodajalna
shopping centre	nakupovalno središče
shrub	grm, grmičje
side effect	stranski učinek
silicon	silicij
silt	mulj
silver	srebro
simulation	simulacija
ski run	smučišče
skiing	smučanje
skin	koža
skull	lobanja
slag	žlindra
slaughter	klati
slaughter-house	klavnica
slaughterhouse ; slaughter-house ; abattoir ; butchery ; shambles	klavnica
sleep	spanec ; spanje
sleep disturbance	motnje spanca
slipper	copati
slope	pobočje
sludge	blato
smog	smog
smog warning	opozorilo o onesnaženosti s smogom
smoke	dim
smoking	kajenje
snake	kače (Ophidia) ; kače
snow	sneg
snowslide	snežni plaz
soaking	namočenje, prepojitev ; namočenje ; prepojitev
soap	milo
social behaviour	socialno/družbeno vedenje
social group	družbena skupina
social protection	socialna zaščita
social psychology	socialna psihologija
social science	družbene vede
social survey	družbena analiza/raziskava
social welfare	socialno skrbstvo, družbena blaginja
society	družba
socioeconomic aspect of human settlements	družbenogospodarski vidik naselij
sociology	sociologija
sodium	natrij
software	programska oprema, softver ; programska oprema ; softver
software development	razvoj programske opreme
soil	tla ; tla, prst, zemlja ; zemlja ; prst
soil fertilisation	gnojenje tal
soil fertility	rodovitnost tal/prsti
soil science	pedologija
solar cell	sončna celica
solar collector	sončni zbiralnik
solar energy	sončna energija
solar energy technology	tehnologija sončne energije
solar power station	sončna elektrarna
solar radiation	sončno sevanje
solubility	topnost
solvent	solvent, topilo
songbird	ptica pevka
soot	saje
sorption	sorpcija
sound	zvok
sound measurement	merjenje jakosti/ravni zvoka
space ; space ; space (interplanetary) ; interplanetary space	medplanetarni prostor, vesolje ; vesolje ; medplanetarni prostor
space travel	vesoljski polet
spasmodic croup	spazmodični krup
species	vrsta
speech	govor, nagovor ; govor ; nagovor
speed	hitrost
spider	pajek
spider	pajki (Araneae) ; pajek ; pajki
spinach	špinača
sport	šport
spring ; spring (hydrology, land)	izvir (hidrologija, tla) ; izvir
spring water	izvirska voda
square	trg
stage	oder
standard	standard, normativ ; standard ; normativ
staple food	osnovna hrana, osnovno živilo
star	zvezda
starch	škrob
station	postaja, postajališče ; postaja ; postajališče
statistics	statistika
steam generator	generator pare
steel	jeklo
sterilisation	sterilizacija
steroid	steroid
stocking	skladiščenje
stone	kamen
stork	štorklja
storm ; tempest	nevihta ; vihar
story	zgodba
stove	peč
strawberry	jagoda
stress	stres
strontium	stroncij
subject ; topic	predmet, tema ; predmet ; tema
submarine	podmornica
subsidence	posedanje
subsidy	subvencija
suburb	predmestje
sugar	sladkor
suicide	samomor
sulphur	žveplo
sulphur concentration	koncentracija žvepla
sulphur dioxide	žveplov dioksid
supply	ponudba
supply and demand	ponudba in povpraševanje
surface tension	površinska napetost
surgery	kirurgija
swans, geese and ducks	labodi, gosi in race (Anatidae) ; labodi, gosi in race
sweet	sladek
sweetener	sladilo
sword	meč
symbiosis	simbioza, sožitje
synagogue	sinagoga
syndrome	sindrom
synecology	sinekologija
syphilis	sifilis
table	miza
tadpole ; polliwog	paglavec
tanker	cisterna (tovornjak)
tanker ; tanker (ship)	tanker (ladja) ; tanker
tannin	tanin
tantalum	tantal
target group	ciljna skupina
tax	davek, taksa
taxonomy	taksonomija
tea	čaj
teach	učiti
teaching	poučevanje
technetium	tehnecij
technology	tehnologija
technology transfer	prenos tehnologije
telecommunications ; telecommunication	telekomunikacije
telemetry	telemetrija
television	televizija
television programme	televizijski program
tellurium	telur
temperature	temperatura
tennis	tenis
teratogen	teratogena snov
terbium	terbij
terminology	izrazje, terminologija ; terminologija ; izrazje
termite	termit
territory	območje, ozemlje ; ozemlje ; območje
tertiary sector	storitveni sektor
test	preizkus ; preskus ; test
textile industry	tekstilna industrija
textile plant	tekstilna rastlina
thallium	talij
theocracy	teokracija
theology	teologija
therapy	terapija, zdravljenje ; terapija ; zdravljenje
thermal equipment	termalna oprema
thermal power plant	termoelektrarna
thermodynamics	termodinamika
thesis	teza
thumb	palec
thunderstorm	neurje ; nevihta
tidal power station	elektrarna na plimovanje
tidal water	voda pod vplivom plimovanja
tiger	tiger
timber forest	lesnoproizvodni gozd
time	čas, obdobje ; obdobje ; čas
timezone	časovni pas
tin	kositer
tissue	tkivo
titanium	titan
titanium dioxide	titanov dioksid
toad	krastače (Bufonidae)
tobacco	tobak
toe	prst ; prst
together	skupaj
tomato	paradižnik
tomorrow	jutri
topography	topografija
topology	topologija
tornado	tornado
torpedo	torpedo
tortoise	kopenska želva
tourism	turizem
toxic metal	strupena kovina
toxic substance	strupena/toksična snov
toxicity	strupenost, toksičnost ; strupenost ; toksičnost
toxicology	toksikologija
toxin	toksin
trace element	sledni element
tracheophyte ; vascular plant	praprotnice in cvetnice
trade	trgovanje ; trgovina
trade and consumption	prodaja in potrošnja
trades union	sindikat
traffic	promet
traffic noise	prometni hrup
train	vlak
training	izobraževanje, usposabljanje
training centre	izobraževalno središče
trajectory	pot izstrelka, trajektorija
transition element ; transition metal	prehodni element
transpiration	transpiracija
transport	transport
transport ; transportation	prevoz
travel	potovanje
treaty	meddržavni sporazum
tree	drevo
tritium	tritij
trolley bus ; trolleybus	trolejbus
trophic level	trofični nivo
trophy	trofeja
tropical forest	tropski gozd
tropical plant	tropska rastlina
tropical rain forest	tropski deževni gozd
tropics ; torrid zone	tropi, tropski pas ; tropi ; tropski pas
trousers	hlače
trout	postrv
trumpet	trobenta
truth	resnica
tulip	tulipan
tundra	tundra
tungsten	volfram
tunnel	predor
turbidity	kalnost, motnost
turbine	turbina
turkey	puran
twin	dvojček
typhoon	tajfun
tyre	pnevmatika
ultraviolet radiation	ultravijolično sevanje
underground railway	podzemna železnica
underground train	podzemni vlak
unemployment	brezposelnost
ungulate	kopitarji (Ungulata)
university ; university ; academy	univerza ; univerza
ununoctium	ununoktij
upbringing	vzgoja
uranium	uran
urbanisation	urbanizacija
urine	seč
ursid	medved
useful	uporaben
valley	dolina
valuable	vredno
vanadium	vanadij
vandalism	vandalizem
vapour pressure	parni tlak
vector	vektor
vegetable	zelenjava
vegetable oil	rastlinsko olje
vehicle	vozilo
ventilation	prezračevanje
verb	glagol
vertebrate	vretenčar
veteran	veteran
veterinarian ; veterinary	živinozdravník
village	vas
vinasse	usedlina pri destilaciji melase
vinegar	kis
virology	virologija
virus	virus
viscosity	viskoznost
vitamin	vitamin
vocabulary	slovar
volatile substance	hlapna snov
volatility	hlapnost
volcanic eruption	ognjeniški izbruh
volcanism	vulkanizem
volcano	ognjenik, vulkan ; ognjenik ; vulkan
volleyball	odbojka
voting	glasovanje
vulcanisation	vulkanizacija
wall	zid
walrus	mrož
war	vojna
warm-blooded animal	toplokrvna žival
waste	odpadek
waste bin	zabojnik za odpadke
waste disposal act	zakon o odstranjevanju odpadkov
waste dump	odlagališče odpadkov
waste paper	odpadni papir
waste water	odpadna voda
waste water purification	čiščenje odpadne vode
water	voda
water ; body of water	voda
water aeration	prezračevanje vode
water cost	stroški oskrbe z vodo
water desalination	razsoljevanje vode
water flea	vodna bolha
water level	vodostaj
water mill	mlin
water protection legislation	zakonodaja o varstvu vode
water pump	vodna črpalka
water reservoir	vodni zbiralnik, vodna akumulacija
water resource	vodni vir
water salination	zasoljevanje vode
water supply	oskrba z vodo
water treatment	čiščenje vode
water well	vodnjak
waterfall	slap
waterfowl	vodne ptice
watershed	razvodnica, razvodje ; razvodnica ; razvodje
weapon	orožje
weather	vreme
weed	plevel
weight	teža
welding	varjenje
well	izvir, vrelec ; izvir ; vrelec
whale	kiti (Cetacea) ; kiti
whaling	kitolov
whey	sirotka
white	bel
wild animal	prostoživeča žival
wild fauna ; wildlife ; wild animals	prostoživeče živali
wild plant	prostorastoča rastlina
wildlife ; 野生生物	prostoživeče živali in rastline
willow	vrba
wind	veter
wind power	energija vetra
windmill	mlin na veter
window	okno
wine	vino ; víno
witch	čarovnica
wolf	volk
wood	gozd
wood	les
wood product	lesni proizvod
wool	volna
word	beseda
work accident	nesreča pri delu
workplace	delovno mesto
world	svet
world heritage site	območje svetovne dediščine
world war	svetovna vojna
wound	rana
write	pisati
wrongful act	nedopustno/nezakonito dejanje
xenon	ksenon
xylophone	ksilofon
yacht	jahta
yeast	kvas
yield	letina ; pridelek
yield	donos
young	mladič
ytterbium	iterbij
zero ; null	nič
zinc	cink
zirconium	cirkonij
zodiac	zodiak
zoological garden	živalski vrt
zoology	zoologija
zoonosis	zoonoza
Åland Islands	Åland
återställande ; rehabilitation	sanacija
